criteria_prescribing_txt_id,parameter_prescribing_txt_id,pt_position,schedule_code
"27268","27269","2","3834"
"27274","27270","1","3834"
"27274","27271","2","3834"
"27274","27272","3","3834"
"27274","27273","4","3834"
"27321","27319","1","3834"
"27321","27320","2","3834"
"27323","27322","1","3834"
"27347","27344","1","3834"
"27347","27345","2","3834"
"27347","27346","3","3834"
"27350","23621","1","3834"
"27350","27349","2","3834"
"27352","17076","1","3834"
"27352","27351","2","3834"
"27366","17180","1","3834"
"27366","17172","2","3834"
"27366","27351","3","3834"
"27379","27378","1","3834"
"27381","27380","1","3834"
"27388","27387","1","3834"
"27406","27405","1","3834"
"27407","11188","1","3834"
"27407","27351","2","3834"
"27414","22227","1","3834"
"27433","27405","1","3834"
"27433","27432","2","3834"
"27434","27351","1","3834"
"27481","27480","1","3834"
"27483","27482","1","3834"
"27492","27491","1","3834"
"27497","27496","1","3834"
"27508","27507","1","3834"
"27520","27519","1","3834"
"27521","8656","1","3834"
"27521","10064","2","3834"
"27541","9629","1","3834"
"27541","27540","2","3834"
"27543","12053","1","3834"
"27543","27542","2","3834"
"27560","27559","1","3834"
"27580","27579","1","3834"
"27583","27582","1","3834"
"27587","27586","1","3834"
"27591","23621","1","3834"
"27591","27590","2","3834"
"27593","27592","1","3834"
"27593","27590","2","3834"
"27598","27597","1","3834"
"27600","11364","1","3834"
"27600","27599","2","3834"
"27604","27603","1","3834"
"27607","27610","1","3834"
"27612","11364","1","3834"
"27612","27611","2","3834"
"27618","21354","1","3834"
"27618","21298","2","3834"
"27646","27645","1","3834"
"27651","27650","1","3834"
"27653","27652","1","3834"
"27658","27657","1","3834"
"27660","27659","1","3834"
"27663","27662","1","3834"
"27723","23621","1","3834"
"27723","27722","2","3834"
"27761","27760","1","3834"
"27763","27762","1","3834"
"27765","27764","1","3834"
"27767","27766","1","3834"
"27769","27768","1","3834"
"27771","27770","1","3834"
"27776","27775","1","3834"
"27778","27777","1","3834"
"27782","26366","1","3834"
"27782","27781","2","3834"
"27800","27799","1","3834"
"27803","27821","1","3834"
"27803","27802","2","3834"
"27806","27805","1","3834"
"27849","27848","1","3834"
"27867","27868","1","3834"
"27870","27869","1","3834"
"27874","27873","1","3834"
"27876","23007","1","3834"
"27877","27850","1","3834"
"27877","23946","2","3834"
"27880","27878","1","3834"
"27880","27879","2","3834"
"27882","27881","1","3834"
"27884","27883","1","3834"
"27889","27888","1","3834"
"27895","27894","1","3834"
"27897","27896","1","3834"
"27900","27899","1","3834"
"27912","27911","1","3834"
"27946","27944","1","3834"
"27946","27945","2","3834"
"27949","27947","1","3834"
"27949","27948","2","3834"
"27957","27956","1","3834"
"27957","27502","2","3834"
"27959","27958","1","3834"
"27961","27960","1","3834"
"27963","27962","1","3834"
"27964","27965","1","3834"
"27968","27967","1","3834"
"27982","27981","1","3834"
"28020","28019","1","3834"
"28039","28040","1","3834"
"28042","28041","1","3834"
"28049","28048","1","3834"
"28050","8122","1","3834"
"28052","28051","1","3834"
"28054","28053","1","3834"
"28056","28055","1","3834"
"28058","28057","1","3834"
"28061","28060","1","3834"
"28063","28062","1","3834"
"28065","28064","1","3834"
"28069","28068","1","3834"
"28071","28070","1","3834"
"28076","28075","1","3834"
"28080","28079","1","3834"
"28083","28081","1","3834"
"28083","28082","2","3834"
"28085","28084","1","3834"
"28090","28089","1","3834"
"28102","28103","1","3834"
"28120","28119","1","3834"
"28122","28121","1","3834"
"28140","28139","1","3834"
"28144","28141","1","3834"
"28144","28142","2","3834"
"28144","28143","3","3834"
"28146","28145","1","3834"
"28148","28147","1","3834"
"28150","28149","1","3834"
"28153","28151","1","3834"
"28153","28152","2","3834"
"28155","28154","1","3834"
"28157","28156","1","3834"
"28162","28161","1","3834"
"28162","26970","2","3834"
"28166","28164","1","3834"
"28166","28165","2","3834"
"28168","28167","1","3834"
"28168","26975","2","3834"
"28170","28169","1","3834"
"28173","28171","1","3834"
"28173","28172","2","3834"
"28174","28175","1","3834"
"28177","28176","1","3834"
"28200","28199","1","3834"
"28202","28201","1","3834"
"28221","28220","1","3834"
"28223","28222","1","3834"
"28227","28225","1","3834"
"28227","28226","2","3834"
"28227","20408","3","3834"
"28227","26678","4","3834"
"28227","15297","5","3834"
"28230","28228","1","3834"
"28230","28229","2","3834"
"28241","28239","1","3834"
"28241","28240","2","3834"
"28249","28248","1","3834"
"28251","28250","1","3834"
"28273","28281","1","3834"
"28277","28276","1","3834"
"28280","28278","1","3834"
"28280","28279","2","3834"
"28280","26934","3","3834"
"28283","28282","1","3834"
"28285","28284","1","3834"
"28306","28303","1","3834"
"28306","28304","2","3834"
"28306","28305","3","3834"
"28308","28307","1","3834"
"28311","26077","1","3834"
"28311","28309","2","3834"
"28311","28310","3","3834"
"28313","28312","1","3834"
"28315","28314","1","3834"
"28318","28317","1","3834"
"28320","28319","1","3834"
"28322","28321","1","3834"
"28341","28340","1","3834"
"28343","28342","1","3834"
"28345","28344","1","3834"
"28351","28350","1","3834"
"28355","28354","1","3834"
"28357","28346","1","3834"
"28357","28347","2","3834"
"28357","28348","3","3834"
"28357","28349","4","3834"
"28357","28352","5","3834"
"28357","28353","6","3834"
"28357","28356","7","3834"
"28361","28359","1","3834"
"28362","26077","1","3834"
"28362","28363","2","3834"
"28365","28364","1","3834"
"28367","28366","1","3834"
"28369","28368","1","3834"
"28372","28371","1","3834"
"28375","28374","1","3834"
"28382","28381","1","3834"
"28386","28385","1","3834"
"28388","28387","1","3834"
"28394","28393","1","3834"
"28398","28397","1","3834"
"28413","28399","1","3834"
"28413","28402","2","3834"
"28413","28404","3","3834"
"28413","28406","4","3834"
"28413","28407","5","3834"
"28413","28409","6","3834"
"28413","28410","7","3834"
"28415","28414","1","3834"
"28418","28416","1","3834"
"28421","28420","1","3834"
"28423","28422","1","3834"
"28425","28424","1","3834"
"28427","28426","1","3834"
"28429","28428","1","3834"
"28437","28430","1","3834"
"28437","28431","2","3834"
"28437","28432","3","3834"
"28437","28433","4","3834"
"28437","28434","5","3834"
"28437","28435","6","3834"
"28437","28436","7","3834"
"28442","28441","1","3834"
"28444","28443","1","3834"
"28452","28451","1","3834"
"28454","28453","1","3834"
"28460","28459","1","3834"
"28462","28461","1","3834"
"28464","28463","1","3834"
"28472","28465","1","3834"
"28472","28466","2","3834"
"28472","28467","3","3834"
"28472","28468","4","3834"
"28472","28469","5","3834"
"28472","28470","6","3834"
"28472","28471","7","3834"
"28476","28474","1","3834"
"28476","28475","2","3834"
"28478","28477","1","3834"
"28485","28483","1","3834"
"28485","28484","2","3834"
"28487","28486","1","3834"
"28491","20906","1","3834"
"28491","28492","2","3834"
"28491","28493","3","3834"
"28495","28494","1","3834"
"28495","20061","2","3834"
"28498","28497","1","3834"
"28499","20901","1","3834"
"28502","20906","1","3834"
"28503","20913","1","3834"
"28503","28504","2","3834"
"28503","28505","3","3834"
"28520","28519","1","3834"
"28522","28521","1","3834"
"28524","28523","1","3834"
"28527","28525","1","3834"
"28527","28526","2","3834"
"28529","28528","1","3834"
"28531","28530","1","3834"
"28533","28532","1","3834"
"28535","28534","1","3834"
"28537","28536","1","3834"
"28539","28538","1","3834"
"28541","28540","1","3834"
"28545","20906","1","3834"
"28545","28492","2","3834"
"28545","28504","3","3834"
"28547","20124","1","3834"
"28547","20125","2","3834"
"28547","19264","3","3834"
"28549","28548","1","3834"
"28555","28554","1","3834"
"28555","20058","2","3834"
"28556","20127","1","3834"
"28556","20128","2","3834"
"28556","28557","3","3834"
"28560","28554","1","3834"
"28560","28557","2","3834"
"28562","28561","1","3834"
"28565","28548","1","3834"
"28565","28564","2","3834"
"28567","28566","1","3834"
"28569","28568","1","3834"
"28572","28571","1","3834"
"28573","20050","1","3834"
"28573","20051","2","3834"
"28573","20058","3","3834"
"28575","28574","1","3834"
"28580","28579","1","3834"
"28580","17281","2","3834"
"28582","28581","1","3834"
"28582","17292","2","3834"
"28582","17572","3","3834"
"28587","28586","1","3834"
"28589","28588","1","3834"
"28589","28579","2","3834"
"28589","28581","3","3834"
"28593","28494","1","3834"
"28593","28592","2","3834"
"28596","28594","1","3834"
"28596","28595","2","3834"
"28629","28628","1","3834"
"28636","28635","1","3834"
"28642","28641","1","3834"
"28644","28643","1","3834"
"28658","28657","1","3834"
"28660","28659","1","3834"
"28662","28661","1","3834"
"28669","28668","1","3834"
"28671","28670","1","3834"
"28673","28672","1","3834"
"28679","28677","1","3834"
"28679","28678","2","3834"
"28683","28682","1","3834"
"28685","28684","1","3834"
"28689","28688","1","3834"
"28701","28700","1","3834"
"28703","28702","1","3834"
"28726","28725","1","3834"
"28728","28727","1","3834"
"28745","28744","1","3834"
"28748","22920","1","3834"
"28748","28749","2","3834"
"28750","28751","1","3834"
"28752","28753","1","3834"
"28757","23354","1","3834"
"28757","23355","2","3834"
"28762","28760","1","3834"
"28762","28761","2","3834"
"28767","28765","1","3834"
"28767","28766","2","3834"
"28772","28771","1","3834"
"28773","26469","1","3834"
"28776","28775","1","3834"
"28781","28782","1","3834"
"28791","28788","1","3834"
"28791","28789","2","3834"
"28794","28793","1","3834"
"28796","28795","1","3834"
"28799","28798","1","3834"
"28800","28797","1","3834"
"28802","28801","1","3834"
"28804","28803","1","3834"
"28807","28805","1","3834"
"28807","28806","2","3834"
"28809","28808","1","3834"
"28811","28727","1","3834"
"28811","27502","2","3834"
"28814","28813","1","3834"
"28816","28815","1","3834"
"28821","28820","1","3834"
"28826","28825","1","3834"
"28828","28827","1","3834"
"28831","28829","1","3834"
"28831","28830","2","3834"
"28836","28829","1","3834"
"28850","28849","1","3834"
"28852","28851","1","3834"
"28854","28853","1","3834"
"28867","28866","1","3834"
"28879","28878","1","3834"
"28883","28882","1","3834"
"28901","28900","1","3834"
"28903","28902","1","3834"
"28945","28944","1","3834"
"29002","29001","1","3834"
"29006","29003","1","3834"
"29006","29004","2","3834"
"29006","29005","3","3834"
"29008","29007","1","3834"
"29010","29009","1","3834"
"29015","29013","1","3834"
"29015","29014","2","3834"
"29018","29017","1","3834"
"29020","29019","1","3834"
"29047","29046","1","3834"
"29049","29048","1","3834"
"29057","29056","1","3834"
"29059","29058","1","3834"
"29069","29067","1","3834"
"29069","29068","2","3834"
"29072","29071","1","3834"
"29095","29096","1","3834"
"29095","27034","2","3834"
"29098","29097","1","3834"
"29104","29103","1","3834"
"29104","27034","2","3834"
"29149","29148","1","3834"
"29151","29150","1","3834"
"29155","29153","1","3834"
"29155","29154","2","3834"
"29180","29179","1","3834"
"29183","29182","1","3834"
"29187","29185","1","3834"
"29187","29186","2","3834"
"29192","29191","1","3834"
"29215","29214","1","3834"
"29226","29225","1","3834"
"29228","29227","1","3834"
"29241","29240","1","3834"
"29249","29248","1","3834"
"29249","19400","2","3834"
"29251","29250","1","3834"
"29253","29252","1","3834"
"29256","19400","1","3834"
"29256","29255","2","3834"
"29267","29265","1","3834"
"29267","29266","2","3834"
"29270","29268","1","3834"
"29270","29269","2","3834"
"29274","29273","1","3834"
"29319","27338","1","3834"
"29319","27339","2","3834"
"29320","27358","1","3834"
"29320","27359","2","3834"
"29328","28635","1","3834"
"29328","29327","2","3834"
"29330","29329","1","3834"
"29333","29332","1","3834"
"29337","29336","1","3834"
"29340","29339","1","3834"
"29342","29341","1","3834"
"29344","29343","1","3834"
"29346","29345","1","3834"
"29348","29347","1","3834"
"29351","7909","1","3834"
"29351","29252","2","3834"
"29354","29353","1","3834"
"29356","29355","1","3834"
"29360","29359","1","3834"
"29363","29361","1","3834"
"29363","29362","2","3834"
"29365","29364","1","3834"
"29367","29366","1","3834"
"29370","29368","1","3834"
"29370","29369","2","3834"
"29372","29371","1","3834"
"29375","26859","1","3834"
"29375","29373","2","3834"
"29375","29374","3","3834"
"29380","26859","1","3834"
"29380","29373","2","3834"
"29380","29379","3","3834"
"29382","26859","1","3834"
"29382","29373","2","3834"
"29382","29381","3","3834"
"29384","29383","1","3834"
"29386","29385","1","3834"
"29417","29415","1","3834"
"29417","29416","2","3834"
"29440","29439","1","3834"
"29443","29442","1","3834"
"29455","29454","1","3834"
"29465","29460","1","3834"
"29465","29461","2","3834"
"29465","29462","3","3834"
"29465","29463","4","3834"
"29465","29464","5","3834"
"29467","29466","1","3834"
"29472","29471","1","3834"
"29475","29470","1","3834"
"29475","29473","2","3834"
"29475","29474","3","3834"
"29477","29476","1","3834"
"29501","29500","1","3834"
"29503","29502","1","3834"
"29506","29504","1","3834"
"29506","29505","2","3834"
"29508","29507","1","3834"
"29514","29513","1","3834"
"29516","29515","1","3834"
"29519","29517","1","3834"
"29519","29518","2","3834"
"29524","29522","1","3834"
"29524","29523","2","3834"
"29540","29539","1","3834"
"29571","29570","1","3834"
"29573","29572","1","3834"
"29575","29574","1","3834"
"29577","29576","1","3834"
"29601","29600","1","3834"
"29603","29602","1","3834"
"29607","29604","1","3834"
"29607","29605","2","3834"
"29607","29606","3","3834"
"29615","29614","1","3834"
"29617","29616","1","3834"
"29619","29618","1","3834"
"29621","29620","1","3834"
"29623","29622","1","3834"
"29630","29629","1","3834"
"29636","29635","1","3834"
"29648","29647","1","3834"
"29650","29649","1","3834"
"29652","29651","1","3834"
"29654","29653","1","3834"
"29655","23410","1","3834"
"29655","23454","2","3834"
"29655","23455","3","3834"
"29655","23456","4","3834"
"29660","29659","1","3834"
"29663","29661","1","3834"
"29663","29662","2","3834"
"29668","29667","1","3834"
"29670","29669","1","3834"
"29679","23354","1","3834"
"29702","29701","1","3834"
"29704","29703","1","3834"
"29708","29706","1","3834"
"29708","29707","2","3834"
"29710","29709","1","3834"
"29714","29713","1","3834"
"29716","29715","1","3834"
"29740","29739","1","3834"
"29750","29751","1","3834"
"29776","18339","1","3834"
"29776","29775","2","3834"
"29781","29780","1","3834"
"29802","29801","1","3834"
"29804","17279","1","3834"
"29804","23448","2","3834"
"29804","29805","3","3834"
"29812","29811","1","3834"
"29823","29820","1","3834"
"29823","29821","2","3834"
"29823","29822","3","3834"
"29825","29824","1","3834"
"29827","29826","1","3834"
"29829","29828","1","3834"
"29831","29830","1","3834"
"29835","29834","1","3834"
"29837","29836","1","3834"
"29861","29859","1","3834"
"29861","29860","2","3834"
"29863","29862","1","3834"
"29885","29886","1","3834"
"29885","29887","2","3834"
"29888","29889","1","3834"
"29888","29890","2","3834"
"29895","29894","1","3834"
"29897","29896","1","3834"
"29899","29898","1","3834"
"29901","29900","1","3834"
"29903","29902","1","3834"
"29923","29922","1","3834"
"29924","26867","1","3834"
"29924","29373","2","3834"
"29924","29374","3","3834"
"29925","26867","1","3834"
"29925","29373","2","3834"
"29925","29379","3","3834"
"29926","26867","1","3834"
"29926","29373","2","3834"
"29926","29381","3","3834"
"29927","29928","1","3834"
"29927","22834","2","3834"
"29929","29930","1","3834"
"29938","26859","1","3834"
"29938","26867","2","3834"
"29938","29374","3","3834"
"29939","26859","1","3834"
"29939","26867","2","3834"
"29939","29379","3","3834"
"29940","26859","1","3834"
"29940","26867","2","3834"
"29940","29381","3","3834"
"29962","29961","1","3834"
"29965","29963","1","3834"
"29965","29964","2","3834"
"29967","29966","1","3834"
"29969","29968","1","3834"
"29976","29975","1","3834"
"29976","30003","2","3834"
"29979","29978","1","3834"
"29982","29980","1","3834"
"29982","29981","2","3834"
"29984","29983","1","3834"
"29998","29997","1","3834"
"30021","29884","1","3834"
"30021","30019","2","3834"
"30021","30020","3","3834"
"30040","30039","1","3834"
"30043","30042","1","3834"
"30108","30106","1","3834"
"30108","30107","2","3834"
"30110","30109","1","3834"
"30123","7714","1","3834"
"30125","30124","1","3834"
"30141","30140","1","3834"
"30160","30159","1","3834"
"30228","30227","1","3834"
"30242","30241","1","3834"
"30244","30243","1","3834"
"30246","30245","1","3834"
"30251","30250","1","3834"
"30264","30263","1","3834"
"30268","30267","1","3834"
"30270","30269","1","3834"
"30278","30277","1","3834"
"30280","30279","1","3834"
"30282","30281","1","3834"
"30284","30283","1","3834"
"30305","30304","1","3834"
"30321","30320","1","3834"
"30323","30322","1","3834"
"30326","8656","1","3834"
"30326","30325","2","3834"
"30328","30327","1","3834"
"30331","30330","1","3834"
"30337","30336","1","3834"
"30339","30338","1","3834"
"30343","30342","1","3834"
"30345","30344","1","3834"
"30382","30380","1","3834"
"30382","30381","2","3834"
"30385","30383","1","3834"
"30385","30384","2","3834"
"30387","30386","1","3834"
"30389","24058","1","3834"
"30389","30388","2","3834"
"30391","30390","1","3834"
"30393","30392","1","3834"
"30397","30396","1","3834"
"30403","30402","1","3834"
"30411","30412","1","3834"
"30414","30413","1","3834"
"30420","30419","1","3834"
"30422","30421","1","3834"
"30426","30427","1","3834"
"30431","30430","1","3834"
"30433","30432","1","3834"
"30435","30434","1","3834"
"30437","30436","1","3834"
"30439","30438","1","3834"
"30441","30440","1","3834"
"30449","30448","1","3834"
"30451","30450","1","3834"
"30464","30461","1","3834"
"30464","30462","2","3834"
"30464","30463","3","3834"
"30466","30465","1","3834"
"30471","30469","1","3834"
"30471","30470","2","3834"
"30474","30472","1","3834"
"30474","30473","2","3834"
"30482","30481","1","3834"
"30487","30486","1","3834"
"30489","30488","1","3834"
"30491","30490","1","3834"
"30494","30492","1","3834"
"30494","30493","2","3834"
"30498","30497","1","3834"
"30500","30492","1","3834"
"30500","30493","2","3834"
"30500","30499","3","3834"
"30503","30502","1","3834"
"30521","30520","1","3834"
"30523","30522","1","3834"
"30526","30524","1","3834"
"30526","30525","2","3834"
"30530","30529","1","3834"
"30535","30533","1","3834"
"30535","30534","2","3834"
"30540","30536","1","3834"
"30540","30537","2","3834"
"30540","30538","3","3834"
"30540","30539","4","3834"
"30547","30546","1","3834"
"30580","30579","1","3834"
"30582","30581","1","3834"
"30584","30583","1","3834"
"30586","30585","1","3834"
"30588","30587","1","3834"
"30590","30589","1","3834"
"30592","30591","1","3834"
"30597","30595","1","3834"
"30597","30596","2","3834"
"30604","30603","1","3834"
"30606","30605","1","3834"
"30636","30637","1","3834"
"30636","24689","2","3834"
"30646","30645","1","3834"
"30661","30596","1","3834"
"30684","10401","1","3834"
"30684","30683","2","3834"
"30690","30691","1","3834"
"30711","23589","1","3834"
"30711","30710","2","3834"
"30717","30716","1","3834"
"30720","29766","1","3834"
"30720","30719","2","3834"
"30720","29768","3","3834"
"30722","29772","1","3834"
"30722","29773","2","3834"
"30722","29774","3","3834"
"30722","30721","4","3834"
"30725","29766","1","3834"
"30725","30724","2","3834"
"30725","29768","3","3834"
"30726","29772","1","3834"
"30726","29773","2","3834"
"30726","29774","3","3834"
"30726","30727","4","3834"
"30730","30729","1","3834"
"30741","30740","1","3834"
"30743","30742","1","3834"
"30745","30744","1","3834"
"30747","30746","1","3834"
"30749","30748","1","3834"
"30751","30750","1","3834"
"30762","30761","1","3834"
"30764","30763","1","3834"
"30766","30765","1","3834"
"30769","30767","1","3834"
"30769","30768","2","3834"
"30842","30841","1","3834"
"30844","30843","1","3834"
"30846","30845","1","3834"
"30848","30847","1","3834"
"30852","30851","1","3834"
"30860","30859","1","3834"
"30881","30880","1","3834"
"30883","30882","1","3834"
"30893","30891","1","3834"
"30893","30892","2","3834"
"30899","30891","1","3834"
"30911","24152","1","3834"
"30911","30912","2","3834"
"30911","30700","3","3834"
"30915","30914","1","3834"
"30918","30917","1","3834"
"30920","30919","1","3834"
"30922","30921","1","3834"
"30924","30923","1","3834"
"30927","30926","1","3834"
"30930","30929","1","3834"
"30939","30938","1","3834"
"30953","30951","1","3834"
"30953","30952","2","3834"
"30956","30767","1","3834"
"30956","30954","2","3834"
"30973","30972","1","3834"
"30993","30992","1","3834"
"30995","30994","1","3834"
"30998","30996","1","3834"
"30998","30997","2","3834"
"31001","31000","1","3834"
"31001","26638","2","3834"
"31001","10401","3","3834"
"31003","31002","1","3834"
"31005","31004","1","3834"
"31026","31025","1","3834"
"31031","31030","1","3834"
"31045","31044","1","3834"
"31045","28242","2","3834"
"31045","28243","3","3834"
"31066","31064","1","3834"
"31066","31065","2","3834"
"31067","27229","1","3834"
"31067","31068","2","3834"
"31069","31070","1","3834"
"31069","31071","2","3834"
"31069","31072","3","3834"
"31069","31073","4","3834"
"31069","31074","5","3834"
"31069","31075","6","3834"
"31114","31112","1","3834"
"31114","31113","2","3834"
"31121","31119","1","3834"
"31121","31120","2","3834"
"31123","31119","1","3834"
"31123","31122","2","3834"
"31125","31124","1","3834"
"31127","31120","1","3834"
"31130","31129","1","3834"
"31132","31131","1","3834"
"31152","31151","1","3834"
"31156","31155","1","3834"
"31162","31161","1","3834"
"31163","31164","1","3834"
"31166","31165","1","3834"
"31168","31167","1","3834"
"31170","31169","1","3834"
"31173","31172","1","3834"
"31176","31174","1","3834"
"31176","31175","2","3834"
"31178","31177","1","3834"
"31180","31179","1","3834"
"31183","31181","1","3834"
"31183","31182","2","3834"
"31187","24618","1","3834"
"31187","27685","2","3834"
"31187","31188","3","3834"
"31200","31201","1","3834"
"31213","31214","1","3834"
"31220","31217","1","3834"
"31220","31218","2","3834"
"31220","31219","3","3834"
"31220","27175","4","3834"
"31223","31222","1","3834"
"31232","21354","1","3834"
"31234","27592","1","3834"
"31234","31233","2","3834"
"31265","31217","1","3834"
"31265","31218","2","3834"
"31265","31219","3","3834"
"31265","31264","4","3834"
"31267","27592","1","3834"
"31267","31233","2","3834"
"31267","27590","3","3834"
"31273","31272","1","3834"
"31275","31274","1","3834"
"31276","26519","1","3834"
"31276","31277","2","3834"
"31281","31280","1","3834"
"31283","31282","1","3834"
"31285","31284","1","3834"
"31290","31289","1","3834"
"31292","31291","1","3834"
"31293","31294","1","3834"
"31298","31297","1","3834"
"31303","31302","1","3834"
"31313","31312","1","3834"
"31315","31314","1","3834"
"31317","31316","1","3834"
"31320","31318","1","3834"
"31320","31319","2","3834"
"31335","31334","1","3834"
"31339","31338","1","3834"
"31343","31342","1","3834"
"31345","31344","1","3834"
"31353","31351","1","3834"
"31353","31352","2","3834"
"31355","31354","1","3834"
"31357","17180","1","3834"
"31357","17172","2","3834"
"31357","31356","3","3834"
"31362","31361","1","3834"
"31367","31366","1","3834"
"31368","31369","1","3834"
"31378","31377","1","3834"
"31380","31379","1","3834"
"31383","31382","1","3834"
"31396","31395","1","3834"
"31398","31397","1","3834"
"31401","31400","1","3834"
"31409","31408","1","3834"
"31416","31415","1","3834"
"31422","31421","1","3834"
"31425","31423","1","3834"
"31425","31424","2","3834"
"31427","31426","1","3834"
"31429","31428","1","3834"
"31452","31451","1","3834"
"31454","31453","1","3834"
"31454","27502","2","3834"
"31456","31455","1","3834"
"31461","31460","1","3834"
"31461","31462","2","3834"
"31461","31463","3","3834"
"31461","31464","4","3834"
"31461","31465","5","3834"
"31467","31466","1","3834"
"31473","31472","1","3834"
"31475","31474","1","3834"
"31477","31476","1","3834"
"31486","31485","1","3834"
"31488","31487","1","3834"
"31490","31489","1","3834"
"31492","31491","1","3834"
"31499","31496","1","3834"
"31499","31497","2","3834"
"31499","31498","3","3834"
"31501","31500","1","3834"
"31504","31502","1","3834"
"31504","31503","2","3834"
"31506","31505","1","3834"
"31512","31510","1","3834"
"31512","31497","2","3834"
"31512","31511","3","3834"
"31514","19821","1","3834"
"31514","11780","2","3834"
"31514","11781","3","3834"
"31514","19822","4","3834"
"31514","19823","5","3834"
"31514","31513","6","3834"
"31519","31516","1","3834"
"31519","31517","2","3834"
"31519","31518","3","3834"
"31521","31520","1","3834"
"31524","31523","1","3834"
"31526","31525","1","3834"
"31528","31527","1","3834"
"31530","31529","1","3834"
"31548","31547","1","3834"
"31550","31549","1","3834"
"31550","31503","2","3834"
"31553","31464","1","3834"
"31557","31554","1","3834"
"31557","31555","2","3834"
"31557","31556","3","3834"
"31562","31560","1","3834"
"31562","31556","2","3834"
"31562","31561","3","3834"
"31565","18270","1","3834"
"31565","31564","2","3834"
"31569","31567","1","3834"
"31569","31564","2","3834"
"31569","31568","3","3834"
"31571","31570","1","3834"
"31572","28789","1","3834"
"31580","31574","1","3834"
"31580","31575","2","3834"
"31580","31576","3","3834"
"31580","31577","4","3834"
"31580","31578","5","3834"
"31580","31579","6","3834"
"31582","31581","1","3834"
"31587","31586","1","3834"
"31613","31612","1","3834"
"31642","31640","1","3834"
"31642","31641","2","3834"
"31645","31643","1","3834"
"31645","31644","2","3834"
"31647","31646","1","3834"
"31649","31648","1","3834"
"31651","31650","1","3834"
"31656","31655","1","3834"
"31658","31657","1","3834"
"31724","31723","1","3834"
"31744","11364","1","3834"
"31744","31743","2","3834"
"31782","8656","1","3834"
"31782","10064","2","3834"
"31782","27534","3","3834"
"31784","31783","1","3834"
"31792","11364","1","3834"
"31792","31791","2","3834"
"31794","31793","1","3834"
"31798","31797","1","3834"
"31804","31803","1","3834"
"31806","31805","1","3834"
"31808","31807","1","3834"
"31810","31809","1","3834"
"31814","31813","1","3834"
"31820","31818","1","3834"
"31820","29821","2","3834"
"31820","31819","3","3834"
"31822","31821","1","3834"
"31824","31823","1","3834"
"31832","29821","1","3834"
"31832","31819","2","3834"
"31834","31833","1","3834"
"31836","31835","1","3834"
"31843","31842","1","3834"
"31845","31844","1","3834"
"31847","31846","1","3834"
"31849","31848","1","3834"
"31851","31850","1","3834"
"31863","7847","1","3834"
"31863","31862","2","3834"
"31866","31865","1","3834"
"31868","31867","1","3834"
"31870","31869","1","3834"
"31872","31871","1","3834"
"31874","31873","1","3834"
"31876","31875","1","3834"
"31878","29891","1","3834"
"31878","31877","2","3834"
"31882","31880","1","3834"
"31882","31881","2","3834"
"31884","31883","1","3834"
"31887","31885","1","3834"
"31887","31886","2","3834"
"31893","31891","1","3834"
"31894","31892","1","3834"
"31896","31895","1","3834"
"31898","31897","1","3834"
"31900","31899","1","3834"
"31905","31904","1","3834"
"31911","31880","1","3834"
"31913","31912","1","3834"
"31931","31929","1","3834"
"31931","31930","2","3834"
"31940","31939","1","3834"
"31942","31941","1","3834"
"31944","31943","1","3834"
"31946","31945","1","3834"
"31948","31947","1","3834"
"31953","31952","1","3834"
"31965","13590","1","3834"
"31965","31964","2","3834"
"31966","31960","1","3834"
"31966","31962","2","3834"
"31974","11364","1","3834"
"31974","31973","2","3834"
"31983","22920","1","3834"
"31985","31984","1","3834"
"31987","31986","1","3834"
"31989","31988","1","3834"
"31992","31991","1","3834"
"31994","31993","1","3834"
"31996","31995","1","3834"
"31998","31997","1","3834"
"32000","31999","1","3834"
"32004","32003","1","3834"
"32008","32007","1","3834"
"32010","32009","1","3834"
"32012","32011","1","3834"
"32014","32013","1","3834"
"32016","32015","1","3834"
"32018","32017","1","3834"
"32020","32019","1","3834"
"32022","32021","1","3834"
"32053","32051","1","3834"
"32053","32052","2","3834"
"32055","32054","1","3834"
"32065","32061","1","3834"
"32078","32077","1","3834"
"32080","32079","1","3834"
"32114","25671","1","3834"
"32114","32113","2","3834"
"32131","32130","1","3834"
"32135","32132","1","3834"
"32135","32133","2","3834"
"32135","32134","3","3834"
"32138","32136","1","3834"
"32152","32151","1","3834"
"32154","32153","1","3834"
"32156","32155","1","3834"
"32160","32145","1","3834"
"32170","32171","1","3834"
"32173","24995","1","3834"
"32173","32172","2","3834"
"32176","32174","1","3834"
"32176","32175","2","3834"
"32179","32177","1","3834"
"32179","32178","2","3834"
"32181","32180","1","3834"
"32188","32187","1","3834"
"32190","32189","1","3834"
"32202","32201","1","3834"
"32206","32205","1","3834"
"32208","32207","1","3834"
"32209","29772","1","3834"
"32209","29773","2","3834"
"32209","29774","3","3834"
"32209","30780","4","3834"
"32212","32210","1","3834"
"32215","32213","1","3834"
"32215","32214","2","3834"
"32220","32219","1","3834"
"32220","25029","2","3834"
"32220","25031","3","3834"
"32225","32177","1","3834"
"32225","32178","2","3834"
"32225","32224","3","3834"
"32229","32213","1","3834"
"32229","32214","2","3834"
"32229","32228","3","3834"
"32232","32178","1","3834"
"32232","32224","2","3834"
