res_code,prescribing_text_id,pt_position,schedule_code
"15301_15301_R","32056","8","3834"
"15301_15301_R","25796","9","3834"
"15310_15310_R","31817","1","3834"
"15310_15310_R","31832","2","3834"
"15310_15310_R","31822","3","3834"
"15310_15310_R","31824","4","3834"
"15310_15310_R","29825","5","3834"
"15310_15310_R","31834","6","3834"
"15310_15310_R","23299","7","3834"
"15310_15310_R","31836","8","3834"
"15310_15310_R","31837","9","3834"
"15312_15290_R","8995","1","3834"
"15312_15290_R","30503","2","3834"
"15320_15283_R","9828","1","3834"
"15320_15283_R","7890","2","3834"
"15320_15283_R","11365","3","3834"
"15320_15283_R","21513","4","3834"
"15320_15283_R","26693","5","3834"
"15320_15283_R","31837","6","3834"
"15321_15321_R","8995","1","3834"
"15322_15329_R","9828","1","3834"
"15322_15329_R","18135","2","3834"
"15322_15329_R","7910","3","3834"
"15322_15329_R","7601","4","3834"
"15322_15329_R","22316","5","3834"
"15322_15329_R","23352","6","3834"
"15322_15329_R","31837","7","3834"
"15327_15303_R","26040","1","3834"
"15327_15303_R","11365","2","3834"
"15327_15303_R","31649","3","3834"
"15327_15303_R","31656","4","3834"
"15327_15303_R","31658","5","3834"
"15327_15303_R","31651","6","3834"
"15327_15303_R","32111","7","3834"
"15327_15303_R","32088","8","3834"
"15327_15303_R","28500","9","3834"
"15332_15333_R","13102","1","3834"
"15332_15333_R","32202","2","3834"
"15332_15333_R","28726","3","3834"
"15332_15333_R","28728","4","3834"
"15332_15333_R","28800","5","3834"
"15332_15333_R","32203","6","3834"
"15332_15333_R","28730","7","3834"
"15334_15363_R","13102","1","3834"
"15334_15363_R","11365","2","3834"
"15334_15363_R","28809","3","3834"
"15334_15363_R","32212","4","3834"
"15334_15363_R","28811","5","3834"
"15334_15363_R","28734","6","3834"
"15334_15363_R","28733","7","3834"
"15335_15440_R","26510","1","3834"
"15335_15440_R","31273","2","3834"
"15335_15440_R","31275","3","3834"
"15335_15440_R","31276","4","3834"
"15335_15440_R","14393","5","3834"
"15335_15440_R","29270","6","3834"
"15335_15440_R","20142","7","3834"
"15335_15440_R","31278","8","3834"
"15336_15428_R","26510","1","3834"
"15336_15428_R","26516","2","3834"
"15336_15428_R","21513","3","3834"
"15336_15428_R","29274","4","3834"
"15337_15407_R","26510","1","3834"
"15337_15407_R","26516","2","3834"
"15337_15407_R","21513","3","3834"
"15337_15407_R","29274","4","3834"
"15339_15339_R","14632","1","3834"
"15339_15339_R","30503","2","3834"
"15339_15339_R","14634","3","3834"
"15339_15339_R","14636","4","3834"
"15339_15339_R","14638","5","3834"
"15339_15339_R","14640","6","3834"
"15342_15353_R","27327","1","3834"
"15342_15353_R","32170","2","3834"
"15342_15353_R","21405","3","3834"
"15342_15353_R","22694","4","3834"
"15342_15353_R","25003","5","3834"
"15342_15353_R","11786","6","3834"
"15342_15353_R","9084","7","3834"
"15342_15353_R","25058","8","3834"
"15342_15353_R","32218","9","3834"
"15342_15353_R","27164","10","3834"
"15342_15353_R","32223","11","3834"
"15349_15376_R","27327","1","3834"
"15349_15376_R","32170","2","3834"
"15349_15376_R","32220","3","3834"
"15349_15376_R","25035","4","3834"
"15359_15360_R","7776","1","3834"
"15359_15360_R","13581","2","3834"
"15359_15360_R","19866","3","3834"
"15359_15360_R","19868","4","3834"
"15359_15360_R","31966","5","3834"
"15359_15360_R","32300","6","3834"
"15364_15390_R","14902","1","3834"
"15364_15390_R","31992","2","3834"
"15364_15390_R","31985","3","3834"
"15364_15390_R","31994","4","3834"
"15364_15390_R","24030","5","3834"
"15364_15390_R","32299","6","3834"
"15365_15441_R","26510","1","3834"
"15365_15441_R","31281","2","3834"
"15365_15441_R","26520","3","3834"
"15365_15441_R","14393","4","3834"
"15365_15441_R","29270","5","3834"
"15365_15441_R","20142","6","3834"
"15365_15441_R","26232","7","3834"
"15372_15372_R","32046","1","3834"
"15372_15372_R","30503","2","3834"
"15373_15373_R","32047","1","3834"
"15373_15373_R","30503","2","3834"
"15374_15374_R","10646","1","3834"
"15374_15374_R","30503","2","3834"
"15374_15374_R","18433","3","3834"
"15379_15347_R","27327","1","3834"
"15379_15347_R","32170","2","3834"
"15379_15347_R","21405","3","3834"
"15379_15347_R","22694","4","3834"
"15379_15347_R","25003","5","3834"
"15379_15347_R","11786","6","3834"
"15379_15347_R","9084","7","3834"
"15379_15347_R","25107","8","3834"
"15379_15347_R","32249","9","3834"
"15379_15347_R","32250","10","3834"
"15380_15424_R","27327","1","3834"
"15380_15424_R","32170","2","3834"
"15380_15424_R","22573","3","3834"
"15380_15424_R","32173","4","3834"
"15380_15424_R","32176","5","3834"
"15380_15424_R","13945","6","3834"
"15380_15424_R","27001","7","3834"
"15380_15424_R","32232","8","3834"
"15380_15424_R","32181","9","3834"
"15380_15424_R","18414","10","3834"
"15380_15424_R","25003","11","3834"
"15380_15424_R","9084","12","3834"
"15380_15424_R","27004","13","3834"
"15380_15424_R","32233","14","3834"
"15380_15424_R","27164","15","3834"
"15380_15424_R","32227","16","3834"
"15380_15424_R","25871","17","3834"
"15380_15424_R","27030","18","3834"
"15387_15387_R","24613","1","3834"
"15387_15387_R","10972","2","3834"
"15387_15387_R","32293","3","3834"
"15387_15387_R","32275","4","3834"
"15387_15387_R","32294","5","3834"
"15387_15387_R","32295","6","3834"
"15387_15387_R","32278","7","3834"
"15387_15387_R","32296","8","3834"
"15387_15387_R","28500","9","3834"
"15388_15388_R","24613","1","3834"
"15388_15388_R","32263","2","3834"
"15388_15388_R","32265","3","3834"
"15388_15388_R","32267","4","3834"
"15388_15388_R","32271","5","3834"
"15388_15388_R","32269","6","3834"
"15388_15388_R","32273","7","3834"
"15388_15388_R","32275","8","3834"
"15388_15388_R","32276","9","3834"
"15388_15388_R","32277","10","3834"
"15388_15388_R","28848","11","3834"
"15388_15388_R","32278","12","3834"
"15388_15388_R","28584","13","3834"
"15392_15414_R","26510","1","3834"
"15392_15414_R","31281","2","3834"
"15392_15414_R","26520","3","3834"
"15392_15414_R","14393","4","3834"
"15392_15414_R","29270","5","3834"
"15392_15414_R","20142","6","3834"
"15392_15414_R","26232","7","3834"
"15397_15397_R","10826","1","3834"
"15397_15397_R","30503","2","3834"
"15397_15397_R","10828","3","3834"
"15398_15340_R","15647","1","3834"
"15398_15340_R","20066","2","3834"
"15398_15340_R","15649","3","3834"
"15398_15340_R","32209","4","3834"
"15398_15340_R","29781","5","3834"
"15398_15340_R","30782","6","3834"
"15398_15340_R","28500","7","3834"
"15399_15375_R","15647","1","3834"
"15399_15375_R","20066","2","3834"
"15399_15375_R","32308","3","3834"
"15399_15375_R","15649","4","3834"
"15399_15375_R","29770","5","3834"
"15399_15375_R","29771","6","3834"
"15399_15375_R","28500","7","3834"
"15402_15348_R","27327","1","3834"
"15402_15348_R","32170","2","3834"
"15402_15348_R","21405","3","3834"
"15402_15348_R","22694","4","3834"
"15402_15348_R","25003","5","3834"
"15402_15348_R","11786","6","3834"
"15402_15348_R","9084","7","3834"
"15402_15348_R","25058","8","3834"
"15402_15348_R","32237","9","3834"
"15402_15348_R","32238","10","3834"
"15402_15348_R","27164","11","3834"
"15402_15348_R","32223","12","3834"
"15405_15361_R","7776","1","3834"
"15405_15361_R","13581","2","3834"
"15405_15361_R","19866","3","3834"
"15405_15361_R","19868","4","3834"
"15405_15361_R","31966","5","3834"
"15405_15361_R","32300","6","3834"
"15412_15362_R","26040","1","3834"
"15412_15362_R","32331","2","3834"
"15412_15362_R","31642","3","3834"
"15412_15362_R","31645","4","3834"
"15412_15362_R","31647","5","3834"
"15412_15362_R","31649","6","3834"
"15412_15362_R","31651","7","3834"
"15412_15362_R","29184","8","3834"
"15412_15362_R","32332","9","3834"
"15412_15362_R","31653","10","3834"
"15412_15362_R","28755","11","3834"
"15412_15362_R","31654","12","3834"
"15415_15408_R","26510","1","3834"
"15415_15408_R","31273","2","3834"
"15415_15408_R","31275","3","3834"
"15415_15408_R","31276","4","3834"
"15415_15408_R","14393","5","3834"
"15415_15408_R","29270","6","3834"
"15415_15408_R","20142","7","3834"
"15415_15408_R","31278","8","3834"
"15419_15419_R","32045","1","3834"
"15419_15419_R","30503","2","3834"
"15420_15420_R","30501","1","3834"
"15423_15425_R","27327","1","3834"
"15423_15425_R","32170","2","3834"
"15423_15425_R","22573","3","3834"
"15423_15425_R","25015","4","3834"
"15423_15425_R","25017","5","3834"
"15423_15425_R","32235","6","3834"
"15423_15425_R","27009","7","3834"
"15423_15425_R","18414","8","3834"
"15423_15425_R","25003","9","3834"
"15423_15425_R","9084","10","3834"
"15423_15425_R","32236","11","3834"
"15423_15425_R","27164","12","3834"
"15423_15425_R","32231","13","3834"
"15427_15413_R","14902","1","3834"
"15427_15413_R","31983","2","3834"
"15427_15413_R","31985","3","3834"
"15427_15413_R","32303","4","3834"
"15427_15413_R","31987","5","3834"
"15427_15413_R","22196","6","3834"
"15427_15413_R","31989","7","3834"
"15427_15413_R","24030","8","3834"
"15427_15413_R","31990","9","3834"
"15427_15413_R","32298","10","3834"
"15429_15416_R","26510","1","3834"
"15429_15416_R","31283","2","3834"
"15429_15416_R","21513","3","3834"
"15429_15416_R","29274","4","3834"
"15435_15391_R","26510","1","3834"
"15435_15391_R","31283","2","3834"
"15435_15391_R","21513","3","3834"
"15435_15391_R","29274","4","3834"
"15449_15446_R","32397","1","3834"
"15449_15446_R","11365","2","3834"
"15449_15446_R","32568","3","3834"
"15449_15446_R","32571","4","3834"
"15449_15446_R","32419","5","3834"
"15449_15446_R","32566","6","3834"
"15449_15446_R","25993","7","3834"
"15451_15490_R","32370","1","3834"
"15451_15490_R","32374","2","3834"
"15451_15490_R","32376","3","3834"
"15451_15490_R","32378","4","3834"
"15451_15490_R","32380","5","3834"
"15451_15490_R","32382","6","3834"
"15451_15490_R","32384","7","3834"
"15451_15490_R","32385","8","3834"
"15451_15490_R","29712","9","3834"
"15451_15490_R","32386","10","3834"
"15451_15490_R","32530","11","3834"
"15451_15490_R","28755","12","3834"
"15452_15491_R","32370","1","3834"
"15452_15491_R","32394","2","3834"
"15452_15491_R","32396","3","3834"
"15452_15491_R","32388","4","3834"
"15452_15491_R","32455","5","3834"
"15452_15491_R","32380","6","3834"
"15452_15491_R","32385","7","3834"
"15452_15491_R","29712","8","3834"
"15452_15491_R","32386","9","3834"
"15452_15491_R","32391","10","3834"
"15452_15491_R","32530","11","3834"
"15452_15491_R","17098","12","3834"
"15452_15491_R","28755","13","3834"
"15453_15453_R","32349","1","3834"
"15453_15453_R","32351","2","3834"
"15453_15453_R","26475","3","3834"
"15453_15453_R","27771","4","3834"
"15453_15453_R","32353","5","3834"
"15453_15453_R","32356","6","3834"
"15453_15453_R","32358","7","3834"
"15453_15453_R","32360","8","3834"
"15453_15453_R","32362","9","3834"
"15453_15453_R","32440","10","3834"
"15453_15453_R","32441","11","3834"
"15453_15453_R","32442","12","3834"
"15453_15453_R","32443","13","3834"
"15459_15460_R","21163","1","3834"
"15459_15460_R","27604","2","3834"
"15459_15460_R","28794","3","3834"
"15459_15460_R","28814","4","3834"
"15459_15460_R","22093","5","3834"
"15459_15460_R","28796","6","3834"
"15459_15460_R","28799","7","3834"
"15459_15460_R","28816","8","3834"
"15459_15460_R","28804","9","3834"
"15459_15460_R","32334","10","3834"
"15459_15460_R","27164","11","3834"
"15459_15460_R","32336","12","3834"
"15459_15460_R","28818","13","3834"
"15459_15460_R","26576","14","3834"
"15462_15513_R","10326","1","3834"
"15462_15513_R","29940","2","3834"
"15462_15513_R","29386","3","3834"
"15462_15513_R","26724","4","3834"
"15462_15513_R","32369","5","3834"
"15462_15513_R","29378","6","3834"
"15462_15513_R","29387","7","3834"
"15462_15513_R","28500","8","3834"
"15465_15526_R","29232","1","3834"
"15465_15526_R","7890","2","3834"
"15465_15526_R","23131","3","3834"
"15465_15526_R","29226","4","3834"
"15465_15526_R","29228","5","3834"
"15465_15526_R","32452","6","3834"
"15465_15526_R","28747","7","3834"
"15470_15527_R","32168","1","3834"
"15470_15527_R","32188","2","3834"
"15470_15527_R","32190","3","3834"
"15470_15527_R","29047","4","3834"
"15470_15527_R","32511","5","3834"
"15470_15527_R","29835","6","3834"
"15470_15527_R","32509","7","3834"
"15471_15471_R","32469","1","3834"
"15471_15471_R","32480","2","3834"
"15471_15471_R","32482","3","3834"
"15471_15471_R","10859","4","3834"
"15471_15471_R","21343","5","3834"
"15471_15471_R","32484","6","3834"
"15471_15471_R","32485","7","3834"
"15472_15489_R","32397","1","3834"
"15472_15489_R","32425","2","3834"
"15472_15489_R","11365","3","3834"
"15472_15489_R","32427","4","3834"
"15472_15489_R","32417","5","3834"
"15472_15489_R","32419","6","3834"
"15472_15489_R","32566","7","3834"
"15472_15489_R","25993","8","3834"
"15472_15489_R","28500","9","3834"
"15473_15473_R","32397","1","3834"
"15473_15473_R","24642","2","3834"
"15473_15473_R","32438","3","3834"
"15477_15477_R","32370","1","3834"
"15477_15477_R","11365","2","3834"
"15477_15477_R","32388","3","3834"
"15477_15477_R","32390","4","3834"
"15477_15477_R","32380","5","3834"
"15477_15477_R","32385","6","3834"
"15477_15477_R","29712","7","3834"
"15477_15477_R","32391","8","3834"
"15477_15477_R","28500","9","3834"
"15480_15454_R","10956","1","3834"
"15480_15454_R","32494","2","3834"
"15480_15454_R","32497","3","3834"
"15480_15454_R","32499","4","3834"
"15480_15454_R","7890","5","3834"
"15480_15454_R","32500","6","3834"
"15480_15454_R","32502","7","3834"
"15483_15456_R","32337","1","3834"
"15483_15456_R","11365","2","3834"
"15483_15456_R","32513","3","3834"
"15484_15457_R","32337","1","3834"
"15484_15457_R","32065","2","3834"
"15484_15457_R","32340","3","3834"
"15484_15457_R","32078","4","3834"
"15484_15457_R","32080","5","3834"
"15484_15457_R","32081","6","3834"
"15487_15525_R","10326","1","3834"
"15487_15525_R","26795","2","3834"
"15487_15525_R","26724","3","3834"
"15487_15525_R","26796","4","3834"
"15487_15525_R","26731","5","3834"
"15487_15525_R","26791","6","3834"
"15487_15525_R","25465","7","3834"
"15487_15525_R","26310","8","3834"
"15487_15525_R","11006","9","3834"
"15487_15525_R","32369","10","3834"
"15487_15525_R","28500","11","3834"
"15487_15525_R","26710","12","3834"
"15488_15474_R","32397","1","3834"
"15488_15474_R","32410","2","3834"
"15488_15474_R","32415","3","3834"
"15488_15474_R","32417","4","3834"
"15488_15474_R","32419","5","3834"
"15488_15474_R","32420","6","3834"
"15488_15474_R","32421","7","3834"
"15488_15474_R","32422","8","3834"
"15488_15474_R","32423","9","3834"
"15488_15474_R","32529","10","3834"
"15488_15474_R","28755","11","3834"
"15492_15455_R","29819","1","3834"
"15492_15455_R","29823","2","3834"
"15492_15455_R","29825","3","3834"
"15492_15455_R","29827","4","3834"
"15492_15455_R","29829","5","3834"
"15492_15455_R","29831","6","3834"
"15492_15455_R","23299","7","3834"
"15492_15455_R","29835","8","3834"
"15493_15464_R","10326","1","3834"
"15493_15464_R","10987","2","3834"
"15493_15464_R","26331","3","3834"
"15493_15464_R","29938","4","3834"
"15493_15464_R","26724","5","3834"
"15493_15464_R","32531","6","3834"
"15493_15464_R","29937","7","3834"
"15493_15464_R","32369","8","3834"
"15493_15464_R","29378","9","3834"
"15493_15464_R","24355","10","3834"
"15493_15464_R","28755","11","3834"
"15496_15509_R","29012","1","3834"
"15496_15509_R","11365","2","3834"
"15496_15509_R","32490","3","3834"
"15496_15509_R","29020","4","3834"
"15496_15509_R","23299","5","3834"
"15496_15509_R","27771","6","3834"
"15496_15509_R","29021","7","3834"
"15497_15467_R","29012","1","3834"
"15497_15467_R","29002","2","3834"
"15497_15467_R","32471","3","3834"
"15497_15467_R","32475","4","3834"
"15497_15467_R","32478","5","3834"
"15497_15467_R","32535","6","3834"
"15497_15467_R","32487","7","3834"
"15497_15467_R","29008","8","3834"
"15497_15467_R","27771","9","3834"
"15497_15467_R","32488","10","3834"
"15497_15467_R","32529","11","3834"
"15499_15445_R","32397","1","3834"
"15499_15445_R","11365","2","3834"
"15499_15445_R","23061","3","3834"
"15499_15445_R","32571","4","3834"
"15499_15445_R","32419","5","3834"
"15499_15445_R","32566","6","3834"
"15499_15445_R","25993","7","3834"
"15501_15501_R","32349","1","3834"
"15501_15501_R","11365","2","3834"
"15501_15501_R","32445","3","3834"
"15501_15501_R","32448","4","3834"
"15501_15501_R","32443","5","3834"
"15504_15485_R","21171","1","3834"
"15504_15485_R","28200","2","3834"
"15504_15485_R","28202","3","3834"
"15504_15485_R","10859","4","3834"
"15504_15485_R","7890","5","3834"
"15504_15485_R","21826","6","3834"
"15506_15463_R","10326","1","3834"
"15506_15463_R","29940","2","3834"
"15506_15463_R","29384","3","3834"
"15506_15463_R","26724","4","3834"
"15506_15463_R","32369","5","3834"
"15506_15463_R","29378","6","3834"
"15506_15463_R","28500","7","3834"
"15507_15508_R","10326","1","3834"
"15507_15508_R","10987","2","3834"
"15507_15508_R","26724","3","3834"
"15507_15508_R","25559","4","3834"
"15507_15508_R","10999","5","3834"
"15507_15508_R","26790","6","3834"
"15507_15508_R","32531","7","3834"
"15507_15508_R","29377","8","3834"
"15507_15508_R","29917","9","3834"
"15507_15508_R","11006","10","3834"
"15507_15508_R","24355","11","3834"
"15507_15508_R","28755","12","3834"
"15512_15486_R","10326","1","3834"
"15512_15486_R","10987","2","3834"
"15512_15486_R","26724","3","3834"
"15512_15486_R","25559","4","3834"
"15512_15486_R","10999","5","3834"
"15512_15486_R","26790","6","3834"
"15512_15486_R","32531","7","3834"
"15512_15486_R","29377","8","3834"
"15512_15486_R","29917","9","3834"
"15512_15486_R","11006","10","3834"
"15512_15486_R","32369","11","3834"
"15512_15486_R","24355","12","3834"
"15512_15486_R","28755","13","3834"
"15514_15505_R","10326","1","3834"
"15514_15505_R","25506","2","3834"
"15514_15505_R","25471","3","3834"
"15514_15505_R","10999","4","3834"
"15514_15505_R","26724","5","3834"
"15514_15505_R","26790","6","3834"
"15514_15505_R","11009","7","3834"
"15514_15505_R","25491","8","3834"
"15514_15505_R","11006","9","3834"
"15514_15505_R","32369","10","3834"
"15514_15505_R","28500","11","3834"
"15516_15500_R","22859","1","3834"
"15516_15500_R","24183","2","3834"
"15516_15500_R","24188","3","3834"
"15516_15500_R","10859","4","3834"
"15516_15500_R","32492","5","3834"
"15516_15500_R","23299","6","3834"
"15517_15510_R","10956","1","3834"
"15517_15510_R","10963","2","3834"
"15517_15510_R","7890","3","3834"
"15517_15510_R","19496","4","3834"
"15517_15510_R","32500","5","3834"
"15517_15510_R","10959","6","3834"
"15517_15510_R","10961","7","3834"
"15517_15510_R","9628","8","3834"
"15517_15510_R","32502","9","3834"
"15519_15479_R","10956","1","3834"
"15519_15479_R","32494","2","3834"
"15519_15479_R","11365","3","3834"
"15519_15479_R","7890","4","3834"
"15519_15479_R","7613","5","3834"
"15520_15495_R","10326","1","3834"
"15520_15495_R","25495","2","3834"
"15520_15495_R","10999","3","3834"
"15520_15495_R","26724","4","3834"
"15520_15495_R","26790","5","3834"
"15520_15495_R","11009","6","3834"
"15520_15495_R","11006","7","3834"
"15520_15495_R","32369","8","3834"
"15520_15495_R","28500","9","3834"
"15521_15515_R","10326","1","3834"
"15521_15515_R","10987","2","3834"
"15521_15515_R","26331","3","3834"
"15521_15515_R","29938","4","3834"
"15521_15515_R","26724","5","3834"
"15521_15515_R","32531","6","3834"
"15521_15515_R","29937","7","3834"
"15521_15515_R","29378","8","3834"
"15521_15515_R","24355","9","3834"
"15521_15515_R","28755","10","3834"
"15522_15466_R","29232","1","3834"
"15522_15466_R","11365","2","3834"
"15522_15466_R","7890","3","3834"
"15522_15466_R","23679","4","3834"
"15522_15466_R","32452","5","3834"
"15522_15466_R","29229","6","3834"
"15524_15494_R","10326","1","3834"
"15524_15494_R","26331","2","3834"
"15524_15494_R","26866","3","3834"
"15524_15494_R","29939","4","3834"
"15524_15494_R","26724","5","3834"
"15524_15494_R","32369","6","3834"
"15524_15494_R","29378","7","3834"
"15524_15494_R","29916","8","3834"
"15524_15494_R","28500","9","3834"
"15528_15469_R","9277","1","3834"
"15528_15469_R","9917","2","3834"
"15528_15469_R","27771","3","3834"
"15533_15585_R","8218","1","3834"
"15533_15585_R","30503","2","3834"
"15533_15585_R","15437","3","3834"
"15534_15734_R","8218","1","3834"
"15534_15734_R","30503","2","3834"
"15534_15734_R","15439","3","3834"
"15537_15659_R","9998","1","3834"
"15537_15659_R","30503","2","3834"
"15537_15659_R","10000","3","3834"
"15537_15659_R","9997","4","3834"
"15538_15539_R","8235","1","3834"
"15538_15539_R","30503","2","3834"
"15538_15539_R","8233","3","3834"
"15540_15658_R","7815","1","3834"
"15540_15658_R","30503","2","3834"
"15541_15542_R","8335","1","3834"
"15541_15542_R","30503","2","3834"
"15541_15542_R","11930","3","3834"
"15541_15542_R","26356","4","3834"
"15544_15600_R","9277","1","3834"
"15544_15600_R","30503","2","3834"
"15544_15600_R","14971","3","3834"
"15545_15548_R","9286","1","3834"
"15545_15548_R","30503","2","3834"
"15545_15548_R","25314","3","3834"
"15545_15548_R","25316","4","3834"
"15545_15548_R","10412","5","3834"
"15545_15548_R","21821","6","3834"
"15545_15548_R","21823","7","3834"
"15545_15548_R","21824","8","3834"
"15547_15543_R","9286","1","3834"
"15547_15543_R","30503","2","3834"
"15547_15543_R","25312","3","3834"
"15547_15543_R","27982","4","3834"
"15549_15607_R","9277","1","3834"
"15549_15607_R","30503","2","3834"
"15549_15607_R","14996","3","3834"
"15549_15607_R","14999","4","3834"
"15552_15606_R","11492","1","3834"
"15552_15606_R","30503","2","3834"
"15552_15606_R","11494","3","3834"
"15552_15606_R","11496","4","3834"
"15552_15606_R","11600","5","3834"
"15555_15559_R","7869","1","3834"
"15555_15559_R","30503","2","3834"
"15555_15559_R","7875","3","3834"
"15557_15558_R","9334","1","3834"
"15557_15558_R","30503","2","3834"
"15557_15558_R","9336","3","3834"
"15557_15558_R","9399","4","3834"
"15561_15560_R","7869","1","3834"
"15563_15643_R","9277","1","3834"
"15563_15643_R","30503","2","3834"
"15563_15643_R","15069","3","3834"
"15563_15643_R","15071","4","3834"
"15563_15643_R","15074","5","3834"
"15563_15643_R","15088","6","3834"
"15563_15643_R","15091","7","3834"
"15563_15643_R","7606","8","3834"
"15563_15643_R","7607","9","3834"
"15571_15530_R","7814","1","3834"
"15571_15530_R","30503","2","3834"
"15571_15530_R","23732","3","3834"
"15573_15678_R","7816","1","3834"
"15573_15678_R","30503","2","3834"
"15576_15617_R","9277","1","3834"
"15576_15617_R","30503","2","3834"
"15576_15617_R","9539","3","3834"
"15576_15617_R","22705","4","3834"
"15576_15617_R","30455","5","3834"
"15576_15617_R","22301","6","3834"
"15576_15617_R","22302","7","3834"
"15576_15617_R","21822","8","3834"
"15576_15617_R","21825","9","3834"
"15579_15653_R","9277","1","3834"
"15579_15653_R","30503","2","3834"
"15579_15653_R","9539","3","3834"
"15579_15653_R","9911","4","3834"
"15579_15653_R","22301","5","3834"
"15579_15653_R","26891","6","3834"
"15579_15653_R","22302","7","3834"
"15579_15653_R","21822","8","3834"
"15579_15653_R","21825","9","3834"
"15581_15666_R","10706","1","3834"
"15581_15666_R","30503","2","3834"
"15588_15536_R","7712","1","3834"
"15588_15536_R","30503","2","3834"
"15588_15536_R","7738","3","3834"
"15588_15536_R","7727","4","3834"
"15588_15536_R","7715","5","3834"
"15588_15536_R","7740","6","3834"
"15589_15657_R","14441","1","3834"
"15589_15657_R","10002","2","3834"
"15589_15657_R","30503","3","3834"
"15589_15657_R","14439","4","3834"
"15589_15657_R","7606","5","3834"
"15589_15657_R","7607","6","3834"
"15590_15596_R","9996","1","3834"
"15590_15596_R","30503","2","3834"
"15590_15596_R","10000","3","3834"
"15590_15596_R","9997","4","3834"
"15592_15709_R","8236","1","3834"
"15592_15709_R","30503","2","3834"
"15592_15709_R","8233","3","3834"
"15594_15730_R","8218","1","3834"
"15594_15730_R","30503","2","3834"
"15594_15730_R","8224","3","3834"
"15594_15730_R","8226","4","3834"
"15595_15686_R","10002","1","3834"
"15595_15686_R","30503","2","3834"
"15595_15686_R","9997","3","3834"
"15597_15574_R","7814","1","3834"
"15597_15574_R","30503","2","3834"
"15598_15599_R","9277","1","3834"
"15598_15599_R","30503","2","3834"
"15598_15599_R","9917","3","3834"
"15598_15599_R","27771","4","3834"
"15605_15751_R","11503","1","3834"
"15605_15751_R","30503","2","3834"
"15605_15751_R","11494","3","3834"
"15605_15751_R","11496","4","3834"
"15605_15751_R","11600","5","3834"
"15613_15633_R","7815","1","3834"
"15613_15633_R","30503","2","3834"
"15614_15575_R","7816","1","3834"
"15614_15575_R","30503","2","3834"
"15616_15680_R","9277","1","3834"
"15616_15680_R","30503","2","3834"
"15616_15680_R","9917","3","3834"
"15616_15680_R","22301","4","3834"
"15616_15680_R","10615","5","3834"
"15616_15680_R","22302","6","3834"
"15616_15680_R","21822","7","3834"
"15616_15680_R","21825","8","3834"
"15619_15722_R","12672","1","3834"
"15619_15722_R","30503","2","3834"
"15620_15582_R","13723","1","3834"
"15620_15582_R","30503","2","3834"
"15621_15583_R","12672","1","3834"
"15621_15583_R","30503","2","3834"
"15621_15583_R","13453","3","3834"
"15626_15586_R","8218","1","3834"
"15626_15586_R","30503","2","3834"
"15626_15586_R","8229","3","3834"
"15627_15629_R","8218","1","3834"
"15627_15629_R","30503","2","3834"
"15627_15629_R","12786","3","3834"
"15628_15572_R","13663","1","3834"
"15628_15572_R","30503","2","3834"
"15630_15727_R","13665","1","3834"
"15630_15727_R","30503","2","3834"
"15630_15727_R","18066","3","3834"
"15632_15593_R","8218","1","3834"
"15632_15593_R","30503","2","3834"
"15632_15593_R","8229","3","3834"
"15637_15634_R","9286","1","3834"
"15637_15634_R","30503","2","3834"
"15637_15634_R","22291","3","3834"
"15637_15634_R","21823","4","3834"
"15637_15634_R","22275","5","3834"
"15637_15634_R","21824","6","3834"
"15637_15634_R","21825","7","3834"
"15638_15698_R","11503","1","3834"
"15638_15698_R","30503","2","3834"
"15638_15698_R","11494","3","3834"
"15638_15698_R","11496","4","3834"
"15638_15698_R","11501","5","3834"
"15641_15642_R","9277","1","3834"
"15641_15642_R","30503","2","3834"
"15641_15642_R","15066","3","3834"
"15641_15642_R","15069","4","3834"
"15641_15642_R","15071","5","3834"
"15641_15642_R","15074","6","3834"
"15641_15642_R","15076","7","3834"
"15641_15642_R","19783","8","3834"
"15641_15642_R","7606","9","3834"
"15641_15642_R","7607","10","3834"
"15645_15691_R","9286","1","3834"
"15645_15691_R","30503","2","3834"
"15645_15691_R","21987","3","3834"
"15645_15691_R","10411","4","3834"
"15645_15691_R","10412","5","3834"
"15645_15691_R","22274","6","3834"
"15645_15691_R","11429","7","3834"
"15645_15691_R","21822","8","3834"
"15645_15691_R","22275","9","3834"
"15645_15691_R","21824","10","3834"
"15645_15691_R","21825","11","3834"
"15646_15699_R","8335","1","3834"
"15646_15699_R","30503","2","3834"
"15646_15699_R","8337","3","3834"
"15647_15648_R","8335","1","3834"
"15647_15648_R","30503","2","3834"
"15647_15648_R","7606","3","3834"
"15647_15648_R","7607","4","3834"
"15650_15707_R","13664","1","3834"
"15650_15707_R","30503","2","3834"
"15651_15702_R","9277","1","3834"
"15651_15702_R","30503","2","3834"
"15651_15702_R","9914","3","3834"
"15651_15702_R","9911","4","3834"
"15651_15702_R","22301","5","3834"
"15651_15702_R","10615","6","3834"
"15651_15702_R","22302","7","3834"
"15651_15702_R","21822","8","3834"
"15651_15702_R","21825","9","3834"
"15652_15577_R","9277","1","3834"
"15652_15577_R","30503","2","3834"
"15652_15577_R","25923","3","3834"
"15652_15577_R","25922","4","3834"
"15660_15729_R","8218","1","3834"
"15660_15729_R","30503","2","3834"
"15660_15729_R","8220","3","3834"
"15663_15635_R","9277","1","3834"
