pbs_code,prescribing_txt_id,pt_position,schedule_code
"12436M","7607","4","3834"
"12437N","31329","1","3834"
"12437N","27049","2","3834"
"12437N","7606","3","3834"
"12437N","7607","4","3834"
"12438P","32663","1","3834"
"12438P","27049","2","3834"
"12438P","7606","3","3834"
"12438P","7607","4","3834"
"12439Q","33077","1","3834"
"12439Q","33164","2","3834"
"12439Q","29791","3","3834"
"12439Q","27047","4","3834"
"12439Q","27134","5","3834"
"12439Q","28500","6","3834"
"12440R","27279","1","3834"
"12440R","27047","2","3834"
"12440R","27134","3","3834"
"12440R","33720","4","3834"
"12440R","7607","5","3834"
"12442W","32678","1","3834"
"12442W","33164","2","3834"
"12442W","29791","3","3834"
"12442W","27049","4","3834"
"12442W","7606","5","3834"
"12442W","7607","6","3834"
"12443X","33077","1","3834"
"12443X","33164","2","3834"
"12443X","29791","3","3834"
"12443X","27047","4","3834"
"12443X","27134","5","3834"
"12443X","28500","6","3834"
"12444Y","33077","1","3834"
"12444Y","33164","2","3834"
"12444Y","29791","3","3834"
"12444Y","27048","4","3834"
"12444Y","28500","5","3834"
"12446C","31407","1","3834"
"12446C","27048","2","3834"
"12446C","7606","3","3834"
"12446C","7607","4","3834"
"12447D","31110","1","3834"
"12447D","33164","2","3834"
"12447D","29791","3","3834"
"12447D","27130","4","3834"
"12447D","7606","5","3834"
"12447D","7607","6","3834"
"12448E","33644","1","3834"
"12448E","28584","2","3834"
"12448E","7606","3","3834"
"12448E","7607","4","3834"
"12449F","33644","1","3834"
"12449F","28500","2","3834"
"12449F","7606","3","3834"
"12449F","7607","4","3834"
"12450G","33644","1","3834"
"12450G","33164","2","3834"
"12450G","29791","3","3834"
"12450G","28584","4","3834"
"12450G","7606","5","3834"
"12450G","7607","6","3834"
"12451H","31329","1","3834"
"12451H","33164","2","3834"
"12451H","29791","3","3834"
"12451H","27049","4","3834"
"12453K","31329","1","3834"
"12453K","33164","2","3834"
"12453K","29791","3","3834"
"12453K","27049","4","3834"
"12454L","33644","1","3834"
"12454L","33164","2","3834"
"12454L","29791","3","3834"
"12454L","27048","4","3834"
"12454L","28584","5","3834"
"12454L","7606","6","3834"
"12454L","7607","7","3834"
"12455M","27279","1","3834"
"12455M","33164","2","3834"
"12455M","29791","3","3834"
"12455M","34034","4","3834"
"12455M","27049","5","3834"
"12455M","33720","6","3834"
"12455M","7607","7","3834"
"12456N","27162","1","3834"
"12457P","22509","1","3834"
"12458Q","26897","1","3834"
"12459R","26897","1","3834"
"12460T","22509","1","3834"
"12461W","22509","1","3834"
"12462X","22509","1","3834"
"12463Y","12230","1","3834"
"12464B","27162","1","3834"
"12465C","7606","1","3834"
"12465C","7607","2","3834"
"12467E","25796","1","3834"
"12467E","27179","2","3834"
"12467E","7607","3","3834"
"12467E","7608","4","3834"
"12468F","21974","1","3834"
"12468F","21824","2","3834"
"12468F","21976","3","3834"
"12468F","11429","4","3834"
"12468F","21822","5","3834"
"12468F","21977","6","3834"
"12469G","7606","1","3834"
"12469G","7607","2","3834"
"12469G","7608","3","3834"
"12470H","8211","1","3834"
"12470H","25574","2","3834"
"12471J","8211","1","3834"
"12471J","25651","2","3834"
"12471J","27199","3","3834"
"12472K","8211","1","3834"
"12472K","25574","2","3834"
"12474M","8211","1","3834"
"12474M","25651","2","3834"
"12474M","13978","3","3834"
"12474M","27199","4","3834"
"12475N","8211","1","3834"
"12475N","25651","2","3834"
"12475N","27199","3","3834"
"12476P","8211","1","3834"
"12476P","25651","2","3834"
"12476P","27199","3","3834"
"12477Q","8211","1","3834"
"12477Q","25651","2","3834"
"12477Q","13978","3","3834"
"12477Q","27199","4","3834"
"12478R","7606","1","3834"
"12478R","7607","2","3834"
"12478R","7608","3","3834"
"12483B","8211","1","3834"
"12483B","25651","2","3834"
"12483B","27199","3","3834"
"12484C","8211","1","3834"
"12484C","25574","2","3834"
"12486E","8211","1","3834"
"12486E","25651","2","3834"
"12486E","27199","3","3834"
"12487F","8211","1","3834"
"12487F","25651","2","3834"
"12487F","27199","3","3834"
"12489H","8211","1","3834"
"12489H","25651","2","3834"
"12489H","27199","3","3834"
"12490J","8211","1","3834"
"12490J","25651","2","3834"
"12490J","27199","3","3834"
"12492L","8211","1","3834"
"12492L","25651","2","3834"
"12492L","27199","3","3834"
"12493M","8211","1","3834"
"12493M","25574","2","3834"
"12494N","8211","1","3834"
"12494N","25574","2","3834"
"12497R","8211","1","3834"
"12497R","25574","2","3834"
"12498T","8211","1","3834"
"12498T","25651","2","3834"
"12498T","27199","3","3834"
"12499W","8211","1","3834"
"12499W","18949","2","3834"
"12499W","25574","3","3834"
"12500X","8211","1","3834"
"12500X","25651","2","3834"
"12500X","27199","3","3834"
"12501Y","8211","1","3834"
"12501Y","25651","2","3834"
"12501Y","27199","3","3834"
"12502B","8211","1","3834"
"12502B","18949","2","3834"
"12502B","25574","3","3834"
"12503C","8211","1","3834"
"12503C","25574","2","3834"
"12504D","8211","1","3834"
"12504D","25651","2","3834"
"12504D","13978","3","3834"
"12504D","27199","4","3834"
"12506F","32715","1","3834"
"12509J","8211","1","3834"
"12509J","25651","2","3834"
"12509J","13978","3","3834"
"12509J","27199","4","3834"
"1250T","16637","1","3834"
"12510K","8211","1","3834"
"12510K","25651","2","3834"
"12510K","10909","3","3834"
"12510K","27199","4","3834"
"12511L","8211","1","3834"
"12511L","25651","2","3834"
"12511L","27199","3","3834"
"12512M","8211","1","3834"
"12512M","25651","2","3834"
"12512M","27199","3","3834"
"12514P","8211","1","3834"
"12514P","25651","2","3834"
"12514P","27199","3","3834"
"12515Q","8211","1","3834"
"12515Q","25574","2","3834"
"12518W","8211","1","3834"
"12518W","25651","2","3834"
"12518W","10909","3","3834"
"12518W","27199","4","3834"
"12520Y","8211","1","3834"
"12520Y","25651","2","3834"
"12520Y","25698","3","3834"
"12520Y","27199","4","3834"
"12522C","8211","1","3834"
"12522C","25651","2","3834"
"12522C","27199","3","3834"
"12523D","8211","1","3834"
"12523D","25651","2","3834"
"12523D","27199","3","3834"
"12524E","33644","1","3834"
"12524E","33164","2","3834"
"12524E","29791","3","3834"
"12524E","28584","4","3834"
"12524E","7606","5","3834"
"12524E","7607","6","3834"
"12525F","8211","1","3834"
"12525F","25651","2","3834"
"12525F","10909","3","3834"
"12525F","27199","4","3834"
"12527H","8211","1","3834"
"12527H","25651","2","3834"
"12527H","10909","3","3834"
"12527H","27199","4","3834"
"12529K","8211","1","3834"
"12529K","25651","2","3834"
"12529K","27199","3","3834"
"12531M","8211","1","3834"
"12531M","25574","2","3834"
"12532N","8211","1","3834"
"12532N","25651","2","3834"
"12532N","27199","3","3834"
"12537W","8211","1","3834"
"12537W","25574","2","3834"
"12538X","8211","1","3834"
"12538X","25651","2","3834"
"12538X","10909","3","3834"
"12538X","27199","4","3834"
"12539Y","8211","1","3834"
"12539Y","25651","2","3834"
"12539Y","27199","3","3834"
"12540B","8211","1","3834"
"12540B","25651","2","3834"
"12540B","27199","3","3834"
"12541C","8211","1","3834"
"12541C","25651","2","3834"
"12541C","13978","3","3834"
"12541C","27199","4","3834"
"12542D","7606","1","3834"
"12542D","7607","2","3834"
"12542D","32715","3","3834"
"12544F","8211","1","3834"
"12544F","25651","2","3834"
"12544F","27199","3","3834"
"12545G","8211","1","3834"
"12545G","25651","2","3834"
"12545G","10909","3","3834"
"12545G","27199","4","3834"
"12547J","8211","1","3834"
"12547J","25651","2","3834"
"12547J","27199","3","3834"
"12548K","8211","1","3834"
"12548K","25574","2","3834"
"12549L","8211","1","3834"
"12549L","25574","2","3834"
"12550M","29247","1","3834"
"12550M","28500","2","3834"
"12550M","7606","3","3834"
"12551N","31329","1","3834"
"12551N","28584","2","3834"
"12551N","29061","3","3834"
"12551N","7606","4","3834"
"12551N","7607","5","3834"
"12551N","27335","6","3834"
"12552P","29247","1","3834"
"12552P","28496","2","3834"
"12552P","7606","3","3834"
"12552P","7607","4","3834"
"12553Q","31231","1","3834"
"12553Q","28496","2","3834"
"12553Q","7606","3","3834"
"12553Q","7607","4","3834"
"12554R","31231","1","3834"
"12554R","28496","2","3834"
"12554R","7606","3","3834"
"12554R","7607","4","3834"
"12555T","31231","1","3834"
"12555T","28500","2","3834"
"12556W","29247","1","3834"
"12556W","7606","2","3834"
"12556W","7607","3","3834"
"12556W","7608","4","3834"
"12557X","29247","1","3834"
"12557X","7606","2","3834"
"12557X","7607","3","3834"
"12557X","7608","4","3834"
"12559B","8211","1","3834"
"12559B","13808","2","3834"
"12559B","28091","3","3834"
"12560C","31329","1","3834"
"12560C","28496","2","3834"
"12560C","7606","3","3834"
"12560C","7607","4","3834"
"12561D","29247","1","3834"
"12561D","28584","2","3834"
"12561D","29061","3","3834"
"12561D","7606","4","3834"
"12561D","7607","5","3834"
"12561D","27335","6","3834"
"12565H","8211","1","3834"
"12565H","25574","2","3834"
"12565H","28091","3","3834"
"12566J","31231","1","3834"
"12566J","28500","2","3834"
"12567K","31329","1","3834"
"12567K","28500","2","3834"
"12567K","7606","3","3834"
"12568L","32663","1","3834"
"12568L","7606","2","3834"
"12568L","7607","3","3834"
"12568L","7608","4","3834"
"12569M","7608","1","3834"
"12569M","25796","2","3834"
"12570N","25796","1","3834"
"12570N","27235","2","3834"
"12570N","7607","3","3834"
"12570N","7608","4","3834"
"12574T","23103","1","3834"
"12574T","7608","2","3834"
"12575W","29247","1","3834"
"12575W","28584","2","3834"
"12575W","29061","3","3834"
"12575W","7606","4","3834"
"12575W","7607","5","3834"
"12575W","27335","6","3834"
"12576X","31231","1","3834"
"12576X","29061","2","3834"
"12576X","27335","3","3834"
"12576X","28584","4","3834"
"12576X","7606","5","3834"
"12576X","7607","6","3834"
"12577Y","31231","1","3834"
"12577Y","29061","2","3834"
"12577Y","27335","3","3834"
"12577Y","28584","4","3834"
"12577Y","7606","5","3834"
"12577Y","7607","6","3834"
"12579C","25796","1","3834"
"12579C","27235","2","3834"
"12579C","7607","3","3834"
"12579C","7608","4","3834"
"12582F","8211","1","3834"
"12582F","25598","2","3834"
"12582F","25574","3","3834"
"12582F","28091","4","3834"
"12583G","23103","1","3834"
"12583G","7607","2","3834"
"12583G","7608","3","3834"
"12584H","29247","1","3834"
"12584H","28500","2","3834"
"12584H","7606","3","3834"
"12585J","31329","1","3834"
"12585J","28584","2","3834"
"12585J","29061","3","3834"
"12585J","7606","4","3834"
"12585J","7607","5","3834"
"12585J","27335","6","3834"
"12586K","31329","1","3834"
"12586K","28496","2","3834"
"12586K","7606","3","3834"
"12586K","7607","4","3834"
"12587L","29247","1","3834"
"12587L","28496","2","3834"
"12587L","7606","3","3834"
"12587L","7607","4","3834"
"12588M","29247","1","3834"
"12588M","7606","2","3834"
"12588M","7607","3","3834"
"12588M","7608","4","3834"
"12589N","29247","1","3834"
"12589N","7606","2","3834"
"12589N","7607","3","3834"
"12589N","7608","4","3834"
"12590P","32663","1","3834"
"12590P","7606","2","3834"
"12590P","7607","3","3834"
"12590P","7608","4","3834"
"12592R","14526","1","3834"
"12593T","14526","1","3834"
"12597B","31329","1","3834"
"12597B","28500","2","3834"
"12597B","7606","3","3834"
"12598C","7606","1","3834"
"12598C","7607","2","3834"
"12599D","14526","1","3834"
"12600E","14526","1","3834"
"12601F","23103","1","3834"
"12601F","7607","2","3834"
"12601F","7608","3","3834"
"12602G","23103","1","3834"
"12602G","7608","2","3834"
"12603H","29560","1","3834"
"12603H","7606","2","3834"
"12603H","7607","3","3834"
"12603H","7608","4","3834"
"12605K","14458","1","3834"
"12605K","25796","2","3834"
"12605K","7606","3","3834"
"12605K","7607","4","3834"
"12605K","7608","5","3834"
"12606L","31118","1","3834"
"12606L","28500","2","3834"
"12606L","7607","3","3834"
"12606L","7608","4","3834"
"12609P","31118","1","3834"
"12609P","28500","2","3834"
"12609P","7607","3","3834"
"12609P","7608","4","3834"
"12610Q","28584","1","3834"
"12610Q","7607","2","3834"
"12610Q","7608","3","3834"
"12611R","29560","1","3834"
"12611R","7606","2","3834"
"12611R","7607","3","3834"
"12611R","7608","4","3834"
"12612T","33339","1","3834"
"12614X","28584","1","3834"
"12614X","7607","2","3834"
"12614X","7608","3","3834"
"12615Y","14458","1","3834"
"12615Y","25796","2","3834"
"12615Y","7606","3","3834"
"12615Y","7607","4","3834"
"12615Y","7608","5","3834"
"12620F","31329","1","3834"
"12620F","7608","2","3834"
"12620F","7606","3","3834"
"12620F","28500","4","3834"
"12621G","32678","1","3834"
"12621G","7606","2","3834"
"12621G","7607","3","3834"
"12621G","7608","4","3834"
"12623J","27499","1","3834"
"12623J","33884","2","3834"
"12623J","27501","3","3834"
"12623J","34050","4","3834"
"12623J","25796","5","3834"
"12623J","7606","6","3834"
"12623J","7607","7","3834"
"12623J","7608","8","3834"
"12624K","32663","1","3834"
"12624K","7606","2","3834"
"12624K","7607","3","3834"
"12624K","7608","4","3834"
"12625L","32678","1","3834"
"12625L","7606","2","3834"
"12625L","7607","3","3834"
"12625L","7608","4","3834"
"12626M","27533","1","3834"
"12626M","7606","2","3834"
"12626M","7607","3","3834"
"12627N","27533","1","3834"
"12627N","7606","2","3834"
"12627N","7607","3","3834"
"12628P","27544","1","3834"
"12628P","7607","2","3834"
"12629Q","14526","1","3834"
"12630R","27499","1","3834"
"12630R","33884","2","3834"
"12630R","27500","3","3834"
"12630R","7606","4","3834"
"12630R","7607","5","3834"
"12630R","7608","6","3834"
"12632W","7606","1","3834"
"12632W","7607","2","3834"
"12632W","7608","3","3834"
"12632W","28500","4","3834"
"12632W","27656","5","3834"
"12633X","7606","1","3834"
"12633X","7607","2","3834"
"12634Y","27533","1","3834"
"12634Y","7606","2","3834"
"12634Y","7607","3","3834"
"12636C","14526","1","3834"
"12637D","14526","1","3834"
"12638E","31329","1","3834"
"12638E","7606","2","3834"
"12638E","7608","3","3834"
"12639F","29247","1","3834"
"12639F","7606","2","3834"
"12639F","7607","3","3834"
"12639F","7608","4","3834"
"12640G","27499","1","3834"
"12640G","33884","2","3834"
"12640G","27500","3","3834"
"12640G","7606","4","3834"
"12640G","7607","5","3834"
"12640G","7608","6","3834"
"12641H","7608","1","3834"
"12642J","27713","1","3834"
"12642J","7606","2","3834"
"12642J","7607","3","3834"
"12642J","7608","4","3834"
"12644L","29247","1","3834"
"12644L","7606","2","3834"
"12644L","7608","3","3834"
"12646N","7606","1","3834"
"12646N","7607","2","3834"
"12646N","7608","3","3834"
"12646N","28755","4","3834"
"12646N","27656","5","3834"
"12647P","29247","1","3834"
"12647P","7608","2","3834"
"12647P","7606","3","3834"
"12647P","28500","4","3834"
"12648Q","32663","1","3834"
"12648Q","7606","2","3834"
"12648Q","7607","3","3834"
"12648Q","7608","4","3834"
"12649R","7606","1","3834"
"12649R","7607","2","3834"
"12651W","14526","1","3834"
"12654B","31329","1","3834"
"12654B","7606","2","3834"
"12654B","7607","3","3834"
"12654B","7608","4","3834"
"12655C","27682","1","3834"
"12655C","14062","2","3834"
"12655C","7606","3","3834"
"12655C","13287","4","3834"
"12655C","25796","5","3834"
"12656D","7606","1","3834"
"12656D","7607","2","3834"
"12656D","7608","3","3834"
"12656D","28755","4","3834"
"12656D","27656","5","3834"
"12657E","7606","1","3834"
"12657E","7607","2","3834"
"12657E","7608","3","3834"
"12657E","28500","4","3834"
"12657E","27656","5","3834"
"12658F","27533","1","3834"
"12658F","7606","2","3834"
"12658F","7607","3","3834"
"12659G","14526","1","3834"
"12660H","14526","1","3834"
"12661J","16840","1","3834"
"12661J","30079","2","3834"
"12661J","28500","3","3834"
"12662K","33974","1","3834"
"12662K","28500","2","3834"
"12662K","7607","3","3834"
"12663L","27780","1","3834"
"12663L","25796","2","3834"
"12664M","33974","1","3834"
"12664M","27898","2","3834"
"12664M","33720","3","3834"
"12664M","7607","4","3834"
"12665N","16840","1","3834"
"12665N","30079","2","3834"
"12665N","28500","3","3834"
"12666P","16840","1","3834"
"12666P","30079","2","3834"
"12666P","28500","3","3834"
"12667Q","29786","1","3834"
"12667Q","26357","2","3834"
"12667Q","7607","3","3834"
"12667Q","7608","4","3834"
"12668R","16840","1","3834"
"12668R","30079","2","3834"
"12668R","28500","3","3834"
"12669T","33974","1","3834"
"12669T","33164","2","3834"
"12669T","29791","3","3834"
"12669T","31211","4","3834"
"12669T","7607","5","3834"
"12672Y","21974","1","3834"
"12672Y","21824","2","3834"
"12672Y","21976","3","3834"
"12672Y","11429","4","3834"
"12672Y","21822","5","3834"
"12672Y","21977","6","3834"
"12681K","14726","1","3834"
"12681K","19258","2","3834"
"12682L","26672","1","3834"
"12682L","25796","2","3834"
"12682L","7607","3","3834"
"12682L","7608","4","3834"
"12683M","26672","1","3834"
"12683M","25796","2","3834"
"12683M","7607","3","3834"
"12683M","7608","4","3834"
"12684N","7606","1","3834"
"12684N","7607","2","3834"
"12684N","7608","3","3834"
"12684N","31722","4","3834"
"12684N","25796","5","3834"
"1269T","13939","1","3834"
"12709X","28500","1","3834"
"12709X","7607","2","3834"
"12709X","19191","3","3834"
"12710Y","23973","1","3834"
"12710Y","19191","2","3834"
"12711B","23973","1","3834"
"12711B","19258","2","3834"
"12722N","29190","1","3834"
"12722N","7607","2","3834"
"12722N","19191","3","3834"
"12723P","29190","1","3834"
"12723P","7607","2","3834"
"12723P","19258","3","3834"
"12725R","26672","1","3834"
"12725R","25796","2","3834"
"12725R","7607","3","3834"
"12725R","7608","4","3834"
"12745T","26672","1","3834"
"12745T","25796","2","3834"
"12745T","7607","3","3834"
"12745T","7608","4","3834"
"12746W","26672","1","3834"
"12746W","25796","2","3834"
"12746W","7607","3","3834"
"12746W","7608","4","3834"
"12754G","28500","1","3834"
"12754G","7607","2","3834"
"12754G","19258","3","3834"
"12755H","26672","1","3834"
"12755H","25796","2","3834"
"12755H","7607","3","3834"
"12755H","7608","4","3834"
"12759M","14726","1","3834"
"12759M","19191","2","3834"
"12761P","27176","1","3834"
"12761P","25744","2","3834"
"12761P","28008","3","3834"
"12762Q","27176","1","3834"
