pbs_code,prescribing_txt_id,pt_position,schedule_code
"13164W","7608","1","3834"
"13164W","7607","2","3834"
"13164W","26357","3","3834"
"13164W","29786","4","3834"
"13164W","26425","5","3834"
"13165X","12375","1","3834"
"13165X","29786","2","3834"
"13165X","34209","3","3834"
"13165X","26357","4","3834"
"13165X","7607","5","3834"
"13165X","7608","6","3834"
"13166Y","7608","1","3834"
"13166Y","7607","2","3834"
"13166Y","26357","3","3834"
"13166Y","29786","4","3834"
"13166Y","12375","5","3834"
"13167B","7608","1","3834"
"13167B","7607","2","3834"
"13167B","26357","3","3834"
"13167B","29786","4","3834"
"13167B","26425","5","3834"
"13168C","7608","1","3834"
"13168C","7607","2","3834"
"13168C","26357","3","3834"
"13168C","29786","4","3834"
"13169D","21501","1","3834"
"13169D","7607","2","3834"
"13169D","7608","3","3834"
"1316G","8286","1","3834"
"1316G","15987","2","3834"
"13170E","21501","1","3834"
"13170E","7607","2","3834"
"13170E","7608","3","3834"
"13171F","7606","1","3834"
"13171F","7607","2","3834"
"13171F","7608","3","3834"
"13172G","21501","1","3834"
"13172G","7607","2","3834"
"13172G","7608","3","3834"
"13173H","21501","1","3834"
"13173H","7607","2","3834"
"13173H","7608","3","3834"
"13174J","21501","1","3834"
"13174J","7607","2","3834"
"13174J","7608","3","3834"
"13175K","29959","1","3834"
"13175K","30047","2","3834"
"13175K","29960","3","3834"
"13175K","28584","4","3834"
"13175K","7607","5","3834"
"13175K","7608","6","3834"
"13177M","33229","1","3834"
"13177M","29786","2","3834"
"13177M","28500","3","3834"
"13177M","26357","4","3834"
"13177M","7607","5","3834"
"13177M","7608","6","3834"
"13178N","7606","1","3834"
"13178N","7607","2","3834"
"13178N","7608","3","3834"
"13180Q","29959","1","3834"
"13180Q","30047","2","3834"
"13180Q","29960","3","3834"
"13180Q","28584","4","3834"
"13180Q","7607","5","3834"
"13180Q","7608","6","3834"
"13181R","29914","1","3834"
"13181R","25796","2","3834"
"13181R","7606","3","3834"
"13181R","7607","4","3834"
"13181R","7608","5","3834"
"13183W","33229","1","3834"
"13183W","29786","2","3834"
"13183W","26357","3","3834"
"13183W","7607","4","3834"
"13183W","7608","5","3834"
"13185Y","29959","1","3834"
"13185Y","30047","2","3834"
"13185Y","29960","3","3834"
"13185Y","28584","4","3834"
"13185Y","7607","5","3834"
"13185Y","7608","6","3834"
"13186B","29914","1","3834"
"13186B","25796","2","3834"
"13186B","7606","3","3834"
"13186B","7607","4","3834"
"13186B","7608","5","3834"
"13189E","7606","1","3834"
"13189E","7607","2","3834"
"13189E","7608","3","3834"
"13191G","29959","1","3834"
"13191G","30047","2","3834"
"13191G","29960","3","3834"
"13191G","28584","4","3834"
"13191G","7607","5","3834"
"13191G","7608","6","3834"
"13192H","7606","1","3834"
"13192H","7607","2","3834"
"13192H","7608","3","3834"
"13193J","29914","1","3834"
"13193J","25796","2","3834"
"13193J","7606","3","3834"
"13193J","7607","4","3834"
"13193J","7608","5","3834"
"13195L","33229","1","3834"
"13195L","29786","2","3834"
"13195L","26357","3","3834"
"13195L","7607","4","3834"
"13195L","7608","5","3834"
"13196M","29959","1","3834"
"13196M","30047","2","3834"
"13196M","29960","3","3834"
"13196M","28584","4","3834"
"13196M","7607","5","3834"
"13196M","7608","6","3834"
"13197N","29959","1","3834"
"13197N","30047","2","3834"
"13197N","29960","3","3834"
"13197N","28584","4","3834"
"13197N","7607","5","3834"
"13197N","7608","6","3834"
"13198P","33229","1","3834"
"13198P","29786","2","3834"
"13198P","26357","3","3834"
"13198P","7607","4","3834"
"13198P","7608","5","3834"
"13199Q","29634","1","3834"
"13199Q","25796","2","3834"
"13199Q","7606","3","3834"
"13199Q","7607","4","3834"
"13199Q","7608","5","3834"
"13200R","27030","1","3834"
"13200R","22301","2","3834"
"13200R","28690","3","3834"
"13200R","21976","4","3834"
"13200R","11429","5","3834"
"13200R","21822","6","3834"
"13200R","21977","7","3834"
"13201T","29634","1","3834"
"13201T","29447","2","3834"
"13201T","7606","3","3834"
"13201T","7607","4","3834"
"13201T","7608","5","3834"
"13202W","29634","1","3834"
"13202W","29447","2","3834"
"13202W","7606","3","3834"
"13202W","7607","4","3834"
"13202W","7608","5","3834"
"13203X","29634","1","3834"
"13203X","25796","2","3834"
"13203X","7606","3","3834"
"13203X","7607","4","3834"
"13203X","7608","5","3834"
"13205B","22301","1","3834"
"13205B","28690","2","3834"
"13205B","22302","3","3834"
"13205B","21822","4","3834"
"13205B","21825","5","3834"
"13205B","26570","6","3834"
"13205B","26584","7","3834"
"13208E","32678","1","3834"
"13208E","27049","2","3834"
"13208E","28496","3","3834"
"13208E","7606","4","3834"
"13208E","7607","5","3834"
"13209F","27706","1","3834"
"13209F","27049","2","3834"
"13209F","7606","3","3834"
"13209F","7607","4","3834"
"13210G","33077","1","3834"
"13210G","27049","2","3834"
"13210G","28496","3","3834"
"13210G","7606","4","3834"
"13210G","7607","5","3834"
"13211H","29247","1","3834"
"13211H","27391","2","3834"
"13211H","27048","3","3834"
"13211H","7607","4","3834"
"13212J","33077","1","3834"
"13212J","27048","2","3834"
"13212J","28496","3","3834"
"13212J","7606","4","3834"
"13212J","7607","5","3834"
"13213K","29247","1","3834"
"13213K","27391","2","3834"
"13213K","27049","3","3834"
"13213K","7607","4","3834"
"13214L","32663","1","3834"
"13214L","27048","2","3834"
"13214L","7606","3","3834"
"13214L","7607","4","3834"
"13215M","31110","1","3834"
"13215M","27048","2","3834"
"13215M","7606","3","3834"
"13215M","7607","4","3834"
"13216N","32663","1","3834"
"13216N","27049","2","3834"
"13216N","7606","3","3834"
"13216N","7607","4","3834"
"13217P","31110","1","3834"
"13217P","27049","2","3834"
"13217P","7606","3","3834"
"13217P","7607","4","3834"
"13218Q","27279","1","3834"
"13218Q","27049","2","3834"
"13218Q","7607","3","3834"
"13219R","31329","1","3834"
"13219R","27049","2","3834"
"13219R","7606","3","3834"
"13219R","7607","4","3834"
"13220T","31407","1","3834"
"13220T","27049","2","3834"
"13220T","7606","3","3834"
"13220T","7607","4","3834"
"13221W","33644","1","3834"
"13221W","27048","2","3834"
"13221W","7606","3","3834"
"13221W","7607","4","3834"
"13222X","31231","1","3834"
"13222X","27049","2","3834"
"13222X","20652","3","3834"
"13222X","28496","4","3834"
"13222X","7606","5","3834"
"13222X","7607","6","3834"
"13223Y","27706","1","3834"
"13223Y","27048","2","3834"
"13223Y","7606","3","3834"
"13223Y","7607","4","3834"
"13224B","27279","1","3834"
"13224B","27048","2","3834"
"13224B","7607","3","3834"
"13225C","31329","1","3834"
"13225C","27048","2","3834"
"13225C","7606","3","3834"
"13225C","7607","4","3834"
"13226D","32678","1","3834"
"13226D","27048","2","3834"
"13226D","28496","3","3834"
"13226D","7606","4","3834"
"13226D","7607","5","3834"
"13227E","31231","1","3834"
"13227E","27048","2","3834"
"13227E","20652","3","3834"
"13227E","28496","4","3834"
"13227E","7606","5","3834"
"13227E","7607","6","3834"
"13228F","33077","1","3834"
"13228F","27049","2","3834"
"13228F","28496","3","3834"
"13228F","7606","4","3834"
"13228F","7607","5","3834"
"13229G","33077","1","3834"
"13229G","27048","2","3834"
"13229G","28496","3","3834"
"13229G","7606","4","3834"
"13229G","7607","5","3834"
"13230H","31407","1","3834"
"13230H","27048","2","3834"
"13230H","7606","3","3834"
"13230H","7607","4","3834"
"13231J","7606","1","3834"
"13231J","7607","2","3834"
"13231J","7608","3","3834"
"13232K","7606","1","3834"
"13232K","7607","2","3834"
"13232K","7608","3","3834"
"13233L","8211","1","3834"
"13233L","7606","2","3834"
"13233L","7607","3","3834"
"13234M","8211","1","3834"
"13234M","13808","2","3834"
"13235N","7606","1","3834"
"13235N","7607","2","3834"
"13235N","7608","3","3834"
"13236P","7606","1","3834"
"13236P","7607","2","3834"
"13236P","7608","3","3834"
"13237Q","30335","1","3834"
"13237Q","7606","2","3834"
"13237Q","7607","3","3834"
"13237Q","7608","4","3834"
"13238R","7606","1","3834"
"13238R","7607","2","3834"
"13238R","7608","3","3834"
"13239T","7606","1","3834"
"13239T","7607","2","3834"
"13239T","7608","3","3834"
"13240W","25796","1","3834"
"13240W","30266","2","3834"
"13240W","21501","3","3834"
"13240W","7608","4","3834"
"13241X","7606","1","3834"
"13241X","7607","2","3834"
"13241X","7608","3","3834"
"13242Y","30335","1","3834"
"13242Y","7606","2","3834"
"13242Y","7607","3","3834"
"13242Y","7608","4","3834"
"13243B","7606","1","3834"
"13243B","7607","2","3834"
"13243B","7608","3","3834"
"13244C","7606","1","3834"
"13244C","7607","2","3834"
"13244C","7608","3","3834"
"13245D","7606","1","3834"
"13245D","7607","2","3834"
"13245D","7608","3","3834"
"13246E","25796","1","3834"
"13246E","30266","2","3834"
"13246E","21501","3","3834"
"13246E","7608","4","3834"
"13247F","12230","1","3834"
"13247F","30360","2","3834"
"13248G","7606","1","3834"
"13248G","7607","2","3834"
"13248G","7608","3","3834"
"13249H","29247","1","3834"
"13249H","7606","2","3834"
"13249H","7607","3","3834"
"13249H","7608","4","3834"
"13250J","29247","1","3834"
"13250J","7606","2","3834"
"13250J","7607","3","3834"
"13250J","7608","4","3834"
"13251K","30459","1","3834"
"13251K","7606","2","3834"
"13251K","7607","3","3834"
"13251K","7608","4","3834"
"13252L","7607","1","3834"
"13252L","7608","2","3834"
"13253M","7606","1","3834"
"13253M","7607","2","3834"
"13253M","7608","3","3834"
"13254N","14458","1","3834"
"13254N","21501","2","3834"
"13254N","7607","3","3834"
"13254N","7608","4","3834"
"13255P","29247","1","3834"
"13255P","33164","2","3834"
"13255P","29791","3","3834"
"13255P","28584","4","3834"
"13255P","7606","5","3834"
"13255P","7607","6","3834"
"13256Q","28500","1","3834"
"13256Q","7606","2","3834"
"13256Q","7607","3","3834"
"13256Q","7608","4","3834"
"13258T","31027","1","3834"
"13258T","31028","2","3834"
"13259W","7608","1","3834"
"13259W","7606","2","3834"
"13259W","7607","3","3834"
"13260X","7606","1","3834"
"13260X","7607","2","3834"
"13260X","7608","3","3834"
"13261Y","29247","1","3834"
"13261Y","28500","2","3834"
"13261Y","7606","3","3834"
"13261Y","21169","4","3834"
"13262B","29247","1","3834"
"13262B","7606","2","3834"
"13262B","7607","3","3834"
"13262B","7608","4","3834"
"13263C","30447","1","3834"
"13263C","25796","2","3834"
"13263C","31722","3","3834"
"13264D","7606","1","3834"
"13264D","7607","2","3834"
"13264D","7608","3","3834"
"13265E","28500","1","3834"
"13265E","7606","2","3834"
"13265E","7607","3","3834"
"13265E","7608","4","3834"
"13266F","28737","1","3834"
"13266F","33720","2","3834"
"13266F","7606","3","3834"
"13266F","7607","4","3834"
"13266F","7608","5","3834"
"13267G","14458","1","3834"
"13267G","21501","2","3834"
"13267G","7607","3","3834"
"13267G","7608","4","3834"
"13268H","7606","1","3834"
"13268H","7607","2","3834"
"13268H","7608","3","3834"
"13269J","29247","1","3834"
"13269J","7606","2","3834"
"13269J","7607","3","3834"
"13269J","7608","4","3834"
"1326T","23717","1","3834"
"1326T","23729","2","3834"
"1326T","23730","3","3834"
"1326T","7813","4","3834"
"1326T","7606","5","3834"
"1326T","7607","6","3834"
"13270K","25796","1","3834"
"13270K","7606","2","3834"
"13270K","7607","3","3834"
"13270K","7608","4","3834"
"13271L","29247","1","3834"
"13271L","7606","2","3834"
"13271L","7607","3","3834"
"13271L","7608","4","3834"
"13272M","29247","1","3834"
"13272M","33164","2","3834"
"13272M","29791","3","3834"
"13272M","28584","4","3834"
"13272M","7606","5","3834"
"13272M","7607","6","3834"
"13273N","29247","1","3834"
"13273N","33164","2","3834"
"13273N","29791","3","3834"
"13273N","28584","4","3834"
"13273N","7606","5","3834"
"13273N","7607","6","3834"
"13274P","25796","1","3834"
"13274P","7606","2","3834"
"13274P","7607","3","3834"
"13274P","7608","4","3834"
"13275Q","25796","1","3834"
"13275Q","7606","2","3834"
"13275Q","7607","3","3834"
"13275Q","7608","4","3834"
"13276R","28737","1","3834"
"13276R","33720","2","3834"
"13276R","7606","3","3834"
"13276R","7607","4","3834"
"13276R","7608","5","3834"
"13277T","25796","1","3834"
"13277T","27179","2","3834"
"13277T","7607","3","3834"
"13277T","7608","4","3834"
"1327W","7813","1","3834"
"1327W","23717","2","3834"
"1327W","23729","3","3834"
"1327W","23730","4","3834"
"13280Y","30627","1","3834"
"13281B","29000","1","3834"
"13281B","7607","2","3834"
"13281B","7608","3","3834"
"13281B","28755","4","3834"
"13283D","7606","1","3834"
"13283D","7607","2","3834"
"13283D","7608","3","3834"
"13284E","27780","1","3834"
"13284E","25796","2","3834"
"13286G","21501","1","3834"
"13286G","7607","2","3834"
"13286G","7608","3","3834"
"13287H","21501","1","3834"
"13287H","7607","2","3834"
"13287H","7608","3","3834"
"13288J","31722","1","3834"
"13288J","25796","2","3834"
"13288J","7606","3","3834"
"13288J","7607","4","3834"
"13288J","7608","5","3834"
"13289K","29000","1","3834"
"13289K","7607","2","3834"
"13289K","7608","3","3834"
"13289K","28500","4","3834"
"13290L","7606","1","3834"
"13290L","7607","2","3834"
"13290L","7608","3","3834"
"13292N","33077","1","3834"
"13292N","27047","2","3834"
"13292N","27134","3","3834"
"13292N","28496","4","3834"
"13292N","7606","5","3834"
"13292N","7607","6","3834"
"13293P","33077","1","3834"
"13293P","27047","2","3834"
"13293P","27134","3","3834"
"13293P","28496","4","3834"
"13293P","7606","5","3834"
"13293P","7607","6","3834"
"13294Q","33077","1","3834"
"13294Q","28496","2","3834"
"13294Q","7607","3","3834"
"13294Q","7606","4","3834"
"13295R","33077","1","3834"
"13295R","28496","2","3834"
"13295R","7607","3","3834"
"13295R","7606","4","3834"
"13296T","13099","1","3834"
"13296T","7606","2","3834"
"13296T","7607","3","3834"
"13297W","13099","1","3834"
"13297W","7606","2","3834"
"13297W","7607","3","3834"
"13298X","13099","1","3834"
"13298X","7606","2","3834"
"13298X","7607","3","3834"
"13299Y","30624","1","3834"
"13299Y","28496","2","3834"
"13299Y","7607","3","3834"
"13300B","32881","1","3834"
"13301C","33077","1","3834"
"13301C","28496","2","3834"
"13301C","7607","3","3834"
"13302D","13099","1","3834"
"13302D","7606","2","3834"
"13302D","7607","3","3834"
"13303E","13099","1","3834"
"13303E","7606","2","3834"
"13303E","7607","3","3834"
"13304F","30624","1","3834"
"13304F","28496","2","3834"
"13304F","7606","3","3834"
"13304F","7607","4","3834"
"13305G","33077","1","3834"
"13305G","28496","2","3834"
"13305G","7607","3","3834"
"13306H","33077","1","3834"
"13306H","28496","2","3834"
"13306H","7607","3","3834"
"13308K","31195","1","3834"
"13308K","33077","2","3834"
"13308K","28912","3","3834"
"13308K","28496","4","3834"
"13308K","7606","5","3834"
"13308K","7607","6","3834"
"13309L","13099","1","3834"
"13309L","7606","2","3834"
"13309L","7607","3","3834"
"13310M","13099","1","3834"
"13310M","7607","2","3834"
"13311N","33077","1","3834"
"13311N","28496","2","3834"
"13311N","7607","3","3834"
"13312P","33077","1","3834"
"13312P","28496","2","3834"
"13312P","7607","3","3834"
"13313Q","7607","1","3834"
"13313Q","7608","2","3834"
"13314R","13099","1","3834"
"13314R","7606","2","3834"
"13314R","7607","3","3834"
"13315T","30624","1","3834"
"13315T","28496","2","3834"
"13315T","7606","3","3834"
"13315T","7607","4","3834"
"13316W","14180","1","3834"
"13316W","7608","2","3834"
"13317X","7607","1","3834"
"13317X","7608","2","3834"
"13318Y","30935","1","3834"
"13318Y","25796","2","3834"
"13318Y","7607","3","3834"
"13318Y","7608","4","3834"
"13319B","31195","1","3834"
"13319B","33077","2","3834"
"13319B","28912","3","3834"
"13319B","28496","4","3834"
"13319B","7606","5","3834"
"13319B","7607","6","3834"
"13320C","13099","1","3834"
"13320C","7606","2","3834"
"13320C","7607","3","3834"
"13321D","13099","1","3834"
"13321D","7607","2","3834"
"13322E","13099","1","3834"
"13322E","7607","2","3834"
"13323F","30624","1","3834"
"13323F","28496","2","3834"
"13323F","7607","3","3834"
"13324G","33077","1","3834"
"13324G","28496","2","3834"
"13324G","7607","3","3834"
"13325H","7607","1","3834"
"13325H","7608","2","3834"
"13325H","28339","3","3834"
"13325H","25796","4","3834"
"13326J","31195","1","3834"
"13326J","33077","2","3834"
"13326J","28912","3","3834"
"13326J","28496","4","3834"
"13326J","7606","5","3834"
"13326J","7607","6","3834"
"13327K","13099","1","3834"
"13327K","7606","2","3834"
"13327K","7607","3","3834"
"13328L","13099","1","3834"
"13328L","7606","2","3834"
"13328L","7607","3","3834"
"13329M","30624","1","3834"
"13329M","28496","2","3834"
"13329M","7607","3","3834"
"13330N","30624","1","3834"
"13330N","28496","2","3834"
"13330N","7607","3","3834"
"13332Q","31195","1","3834"
"13332Q","33077","2","3834"
"13332Q","28912","3","3834"
"13332Q","28496","4","3834"
"13332Q","7606","5","3834"
"13332Q","7607","6","3834"
"13333R","13099","1","3834"
"13333R","7607","2","3834"
"13334T","13099","1","3834"
"13334T","7607","2","3834"
"13335W","14180","1","3834"
"13335W","7608","2","3834"
"13336X","13099","1","3834"
"13336X","7607","2","3834"
"13337Y","13099","1","3834"
"13337Y","7607","2","3834"
"13338B","33077","1","3834"
"13338B","28496","2","3834"
"13338B","7607","3","3834"
"13339C","33077","1","3834"
"13339C","28496","2","3834"
"13339C","7607","3","3834"
"13340D","7608","1","3834"
"13342F","30707","1","3834"
"13342F","7606","2","3834"
"13342F","7607","3","3834"
"13342F","7608","4","3834"
"13343G","31763","1","3834"
"13343G","7606","2","3834"
"13343G","7607","3","3834"
"13343G","7608","4","3834"
"13344H","7608","1","3834"
"13345J","32678","1","3834"
"13345J","7606","2","3834"
"13345J","7607","3","3834"
"13345J","7608","4","3834"
"13346K","7608","1","3834"
"13348M","7608","1","3834"
"13349N","32678","1","3834"
"13349N","7606","2","3834"
"13349N","7607","3","3834"
"13349N","7608","4","3834"
"13350P","31763","1","3834"
"13350P","7606","2","3834"
"13350P","7607","3","3834"
"13350P","7608","4","3834"
"13352R","30707","1","3834"
"13352R","7606","2","3834"
"13352R","7607","3","3834"
"13352R","7608","4","3834"
"13353T","31722","1","3834"
"13353T","25796","2","3834"
"13353T","7606","3","3834"
"13353T","7607","4","3834"
"13353T","7608","5","3834"
"13356Y","12230","1","3834"
"13356Y","30360","2","3834"
"13358C","16728","1","3834"
"1335G","16637","1","3834"
"13361F","12230","1","3834"
"13365K","34402","1","3834"
"13366L","26492","1","3834"
"13366L","7606","2","3834"
"13366L","7607","3","3834"
"13368N","8286","1","3834"
"13368N","15987","2","3834"
"13369P","8286","1","3834"
"13371R","8286","1","3834"
"13371R","15985","2","3834"
"13372T","8286","1","3834"
"13372T","15983","2","3834"
"13383J","16679","1","3834"
"13395B","12230","1","3834"
"13398E","12230","1","3834"
"13399F","34402","1","3834"
"13400G","33830","1","3834"
"13401H","8286","1","3834"
"13402J","8286","1","3834"
"13403K","8286","1","3834"
"13404L","8286","1","3834"
"13404L","15984","2","3834"
"13405M","8286","1","3834"
"13405M","15988","2","3834"
"13408Q","16637","1","3834"
"13410T","16638","1","3834"
"13413Y","8286","1","3834"
"13422K","12230","1","3834"
"13425N","16741","1","3834"
"13429T","8286","1","3834"
"13430W","8286","1","3834"
"13430W","15987","2","3834"
"13431X","8286","1","3834"
"13431X","15986","2","3834"
"13434C","16637","1","3834"
"13456F","12230","1","3834"
"13458H","16741","1","3834"
"13460K","12230","1","3834"
"13462M","7606","1","3834"
"13462M","7607","2","3834"
"13462M","34064","3","3834"
"13463N","7606","1","3834"
"13463N","7607","2","3834"
"13463N","34062","3","3834"
"13464P","7606","1","3834"
"13464P","7607","2","3834"
"13465Q","8286","1","3834"
"13466R","8286","1","3834"
"13466R","15988","2","3834"
"13467T","8286","1","3834"
"13469X","14359","1","3834"
"13473D","30971","1","3834"
"13484Q","12230","1","3834"
"13487W","12230","1","3834"
"13487W","30360","2","3834"
"13489Y","7606","1","3834"
"13489Y","7607","2","3834"
"13494F","8286","1","3834"
"13494F","15984","2","3834"
"13501N","30971","1","3834"
"13503Q","14180","1","3834"
"13503Q","16671","2","3834"
"13518L","12230","1","3834"
"13521P","7606","1","3834"
"13521P","7607","2","3834"
"13523R","7606","1","3834"
"13523R","7607","2","3834"
"13525W","7606","1","3834"
"13525W","7607","2","3834"
"13526X","8286","1","3834"
"13526X","15989","2","3834"
"13530D","16637","1","3834"
"13549D","16678","1","3834"
"1354G","28482","1","3834"
"1354G","28500","2","3834"
"13553H","33487","1","3834"
"13554J","8286","1","3834"
"13555K","8286","1","3834"
"13555K","15983","2","3834"
"13556L","8286","1","3834"
"13556L","15989","2","3834"
"13575L","16728","1","3834"
"13582W","8286","1","3834"
"13582W","15986","2","3834"
"13583X","8286","1","3834"
"13584Y","8286","1","3834"
"13585B","8286","1","3834"
"13585B","15985","2","3834"
"13587D","14359","1","3834"
"13608F","30760","1","3834"
"13608F","21501","2","3834"
"13608F","7607","3","3834"
"13608F","7608","4","3834"
"13609G","7608","1","3834"
"13610H","25796","1","3834"
"13610H","7608","2","3834"
"13613L","7608","1","3834"
"13616P","30935","1","3834"
"13616P","25796","2","3834"
"13616P","7606","3","3834"
"13616P","7607","4","3834"
"13616P","7608","5","3834"
"13618R","14359","1","3834"
"13619T","30081","1","3834"
"13619T","30080","2","3834"
"13619T","28500","3","3834"
"13619T","7606","4","3834"
"13619T","7607","5","3834"
"13619T","7608","6","3834"
"13620W","25796","1","3834"
"13620W","7608","2","3834"
"13623B","30081","1","3834"
"13623B","30080","2","3834"
"13623B","28500","3","3834"
"13623B","7606","4","3834"
"13623B","7607","5","3834"
"13623B","7608","6","3834"
"13624C","30081","1","3834"
"13624C","30080","2","3834"
"13624C","28755","3","3834"
"13624C","7606","4","3834"
"13624C","7607","5","3834"
"13624C","7608","6","3834"
"13626E","30760","1","3834"
"13626E","21501","2","3834"
"13626E","7607","3","3834"
"13626E","7608","4","3834"
"13628G","30935","1","3834"
"13628G","25796","2","3834"
"13628G","7606","3","3834"
"13628G","7607","4","3834"
"13628G","7608","5","3834"
"13630J","19967","1","3834"
"13630J","28500","2","3834"
"13630J","33337","3","3834"
"13631K","31118","1","3834"
"13631K","28500","2","3834"
"13631K","7606","3","3834"
"13631K","7607","4","3834"
"13631K","7608","5","3834"
"13632L","28584","1","3834"
"13632L","26576","2","3834"
"13632L","7606","3","3834"
"13632L","7607","4","3834"
"13632L","7608","5","3834"
"13633M","31118","1","3834"
"13633M","28584","2","3834"
"13633M","26576","3","3834"
"13633M","7606","4","3834"
"13633M","7607","5","3834"
"13633M","7608","6","3834"
"13634N","21501","1","3834"
"13634N","7607","2","3834"
"13634N","7608","3","3834"
"13635P","25071","1","3834"
"13635P","7606","2","3834"
"13635P","7607","3","3834"
"13635P","7608","4","3834"
"13636Q","19967","1","3834"
"13636Q","28500","2","3834"
"13636Q","33337","3","3834"
"13637R","7607","1","3834"
"13637R","7608","2","3834"
"13638T","7607","1","3834"
"13638T","7608","2","3834"
"13639W","31118","1","3834"
"13639W","28584","2","3834"
"13639W","26576","3","3834"
"13639W","7606","4","3834"
"13639W","7607","5","3834"
"13639W","7608","6","3834"
"13640X","12912","1","3834"
"13640X","30999","2","3834"
"13640X","25796","3","3834"
"13640X","7607","4","3834"
"13641Y","19967","1","3834"
"13641Y","28500","2","3834"
"13641Y","33337","3","3834"
"13642B","19967","1","3834"
"13642B","28500","2","3834"
"13642B","33337","3","3834"
"13644D","31110","1","3834"
"13644D","7606","2","3834"
"13644D","7607","3","3834"
"13644D","7608","4","3834"
"13645E","25071","1","3834"
"13645E","7606","2","3834"
"13645E","7607","3","3834"
"13645E","7608","4","3834"
"13646F","29528","1","3834"
"13646F","28500","2","3834"
"13646F","7606","3","3834"
"13646F","7607","4","3834"
"13646F","7608","5","3834"
"13647G","28584","1","3834"
"13647G","26576","2","3834"
"13647G","7607","3","3834"
"13647G","7608","4","3834"
"13648H","21501","1","3834"
"13648H","7607","2","3834"
"13648H","7608","3","3834"
"13649J","7606","1","3834"
"13649J","7607","2","3834"
"13649J","7608","3","3834"
"13650K","12912","1","3834"
"13650K","30999","2","3834"
"13650K","25796","3","3834"
"13650K","7607","4","3834"
"13652M","31110","1","3834"
"13652M","7606","2","3834"
"13652M","7607","3","3834"
"13652M","7608","4","3834"
"13654P","28584","1","3834"
"13654P","26576","2","3834"
"13654P","7606","3","3834"
"13654P","7607","4","3834"
"13654P","7608","5","3834"
"13655Q","28584","1","3834"
"13655Q","26576","2","3834"
"13655Q","7607","3","3834"
"13655Q","7608","4","3834"
"13656R","29528","1","3834"
"13656R","28500","2","3834"
"13656R","7606","3","3834"
"13656R","7607","4","3834"
"13656R","7608","5","3834"
"13657T","19967","1","3834"
"13657T","28500","2","3834"
"13657T","33337","3","3834"
"13658W","19967","1","3834"
"13658W","28500","2","3834"
"13658W","33337","3","3834"
"13659X","31118","1","3834"
"13659X","28500","2","3834"
"13659X","7606","3","3834"
"13659X","7607","4","3834"
"13659X","7608","5","3834"
"13660Y","19967","1","3834"
"13660Y","28500","2","3834"
"13660Y","33337","3","3834"
"13661B","19967","1","3834"
"13661B","28500","2","3834"
"13661B","33337","3","3834"
"13662C","28785","1","3834"
"13662C","28786","2","3834"
"13662C","28787","3","3834"
"13662C","28584","4","3834"
"13662C","7606","5","3834"
"13662C","7607","6","3834"
"13662C","7608","7","3834"
"13663D","28785","1","3834"
"13663D","28786","2","3834"
"13663D","28787","3","3834"
"13663D","28584","4","3834"
"13663D","7606","5","3834"
"13663D","7607","6","3834"
"13663D","7608","7","3834"
"13664E","28785","1","3834"
"13664E","28786","2","3834"
"13664E","28787","3","3834"
"13664E","28584","4","3834"
"13664E","7606","5","3834"
"13664E","7607","6","3834"
"13664E","7608","7","3834"
"13665F","28785","1","3834"
"13665F","28786","2","3834"
"13665F","28787","3","3834"
"13665F","28584","4","3834"
"13665F","7606","5","3834"
"13665F","7607","6","3834"
"13665F","7608","7","3834"
"13666G","28785","1","3834"
"13666G","28786","2","3834"
"13666G","28787","3","3834"
"13666G","28584","4","3834"
"13666G","7606","5","3834"
"13666G","7607","6","3834"
"13666G","7608","7","3834"
"13667H","28785","1","3834"
"13667H","28786","2","3834"
"13667H","28787","3","3834"
"13667H","28584","4","3834"
"13667H","7606","5","3834"
"13667H","7607","6","3834"
"13667H","7608","7","3834"
"13668J","28785","1","3834"
"13668J","28786","2","3834"
"13668J","28787","3","3834"
"13668J","28584","4","3834"
"13668J","7606","5","3834"
"13668J","7607","6","3834"
"13668J","7608","7","3834"
"13669K","28785","1","3834"
"13669K","28786","2","3834"
"13669K","28787","3","3834"
"13669K","28584","4","3834"
"13669K","7606","5","3834"
"13669K","7607","6","3834"
"13669K","7608","7","3834"
"13670L","28785","1","3834"
"13670L","28786","2","3834"
"13670L","28787","3","3834"
"13670L","28584","4","3834"
"13670L","7606","5","3834"
"13670L","7607","6","3834"
"13670L","7608","7","3834"
"13671M","28785","1","3834"
"13671M","28786","2","3834"
"13671M","28787","3","3834"
"13671M","28584","4","3834"
"13671M","7606","5","3834"
"13671M","7607","6","3834"
"13671M","7608","7","3834"
"13672N","28785","1","3834"
"13672N","28786","2","3834"
"13672N","28787","3","3834"
"13672N","28584","4","3834"
"13672N","7606","5","3834"
"13672N","7607","6","3834"
"13672N","7608","7","3834"
"13673P","28785","1","3834"
"13673P","28786","2","3834"
"13673P","28787","3","3834"
"13673P","28584","4","3834"
"13673P","7606","5","3834"
"13673P","7607","6","3834"
"13673P","7608","7","3834"
"13674Q","28785","1","3834"
"13674Q","28786","2","3834"
"13674Q","28787","3","3834"
"13674Q","28584","4","3834"
"13674Q","7606","5","3834"
"13674Q","7607","6","3834"
"13674Q","7608","7","3834"
"13675R","28785","1","3834"
"13675R","28786","2","3834"
"13675R","28787","3","3834"
"13675R","28584","4","3834"
"13675R","7606","5","3834"
"13675R","7607","6","3834"
